source,target,n_forward,n_reverse,normalization_denominator_type,source_normalization_units,target_normalization_units,source_total_country_mentions,target_total_country_mentions,source_rate_per_1000_normalization_units,target_rate_per_1000_normalization_units,source_rate_per_1000_country_mentions,target_rate_per_1000_country_mentions,normalized_ratio,normalized_log_ratio,raw_ratio,ratio,primary_driver,secondary_driver,confidence,rationale,evidence_spans
EST,GBR,105,0,context_tokens,157005.0,19911.0,3990,456,0.6687685105569886,0.0,26.31578947368421,0.0,26.758517244673737,3.2868528243330077,105.0,26.758517244673737,EU_accession_governance,,0.9,"EST mentions GBR frequently in the context of EU negotiations and Brexit, indicating a focus on EU accession governance dynamics.","[""[2017] The Estonian Presidency coincides with the momentous times when the European Union is negotiating with Great Britain for its departure."", ""[2019] We want to create a legal situation where, whether the United Kingdom leaves the European Union with or without an agreement, legal clarity is guaranteed."", ""[2019] As a result, I had the idea right here that perhaps in the UK, the state has no obligation to provide accommodation for war refugees for four months, for example, as is the case in the Estonian law.""]"
ISL,UKR,270,1,context_tokens,126013.0,18424.0,2992,441,2.142636077230127,0.054277029960920535,90.24064171122994,2.2675736961451247,26.366020437044856,3.272076076464237,135.0,26.366020437044856,crisis_visibility,,0.9,"ISL mentions UKR frequently due to the Ukrainian refugee crisis, while UKR mentions ISL rarely, indicating the crisis visibility as the primary driver.","[""[2022] ... We will not allow the affairs of other groups or the situation at the National Institute of Iceland to influence our welcoming people from Ukraine ..."", ""[2022] ... Now, in particular, the State has declared that those who come from Ukraine get asylum for some years ..."", ""[2022] ... Hv. paritaprevir In a talk earlier this evening, Gísli Hufán Ólafsson said that because of the water current from Ukraine, the number of refugees is ten times that of the most recent years ..."", ""[2022] ... I just don't have any younger numbers, but then we're over 1500 applications, including less than five, nearly 1000 from Ukraine because of the particular conditions that are present during the period of war ...""]"
ITA,GBR,103,0,context_tokens,163427.0,19911.0,2847,456,0.6302508153487489,0.0,36.17843343870741,0.0,25.219682182258747,3.227624728643681,103.0,25.219682182258747,diaspora_or_historical_ties,,0.85,"The mentions are consistently related to historical roles and the British government's impact on Italians, indicating strong historical and diaspora ties. No direct mentions from GBR to ITA.","[""[2015] So , in essence , with an uncommon consistency with that point of departure, we understand today what kind of issues the British Government raises and what the type of response - I add - can be : a response respectful of this diversity, aware of the historical role that Britain can play in the rel"", ""[2017] The 5 Star Movement calls for the Italian Government to work to ensure that in negotiations with the UK authorities for Brexit guarantees are obtained in order to block xenophobic phenomena against our fellow citizens and other European citizens ; to ensure that the registration of AIRE is recognised"", ""[2019] Ben was the Senator Bonino to point out, and as a Democratic Party we add to his considerations, the usefulness of the Government taking measures to grant the right to vote to our fellow citizens resident in the United Kingdom in view of the forthcoming European elections ."", ""[2020] World War II had begun in 1940, things were not going well for England, and a Member, Mr Amery, addressed an invitation to the then British Prime Minister, Chamberlain, saying basically (and I say this to you) :""]"
ISL,GBR,77,0,context_tokens,126013.0,19911.0,2992,456,0.6110480664693325,0.0,25.735294117647058,0.0,24.491163610103722,3.1983123835186253,77.0,24.491163610103722,diaspora_or_historical_ties,,0.9,"The mentions are related to historical ties, such as post-colonial migration and EU membership, indicating strong historical and diaspora connections between Iceland and the UK.","[""Such rules do not apply in the Netherlands , not Canada , the United States , Britain , or Ireland ."", ""when India and Pakistan were divided into and out of those enormous numbers of lands , millions were killed , the inhabitants of these lands had the right to move to Britain ."", ""Britain was part of the European Union ."", ""a foreign and development minister for Iceland signed a new vacation contract with Britain .""]"
SWE,GBR,123,0,context_tokens,205175.0,19911.0,5878,456,0.5994882417448519,0.0,20.92548485879551,0.0,23.969864749603996,3.1767974059441,123.0,23.969864749603996,EU_accession_governance,,0.8,"The asymmetry is driven by frequent discussions of the UK's Brexit process and its implications, which is a key aspect of EU accession/governance dynamics.","[""[2016] ... I share Mrs Pethrus ' view that there are many obstacles left before the UK issue is on the table ..."", ""[2019] ... Much has revolved around Britain 's withdrawal from the Union ..."", ""[2020] ... There may be other legislation in which Britain finds ways forward and tries to limit and so on ..."", ""[2022] ... The first is , of course , that we should follow Britain 's example and establish proper border controls in other countries ...""]"
FIN,GBR,65,0,context_tokens,118109.0,19911.0,2858,456,0.5503390935491792,0.0,22.743177046885933,0.0,22.084184947802452,3.0948617391287367,65.0,22.084184947802452,EU_accession_governance,,0.85,"FIN mentions GBR frequently in the context of EU dynamics, especially post-Brexit negotiations and relationships, indicating a focus on EU accession/governance issues.","[""[2018] The EU is characterised by the UK separation process"", ""[2019] When this phenomenon of bringing about this year-roundness in the companies offering services across the country strengthens the ability to attract from these more traditional markets, such as Britain"", ""[2020] What we need to worry about in relations between the EU and Britain is an agreement on a new relationship"", ""[2020] We can not belong to the EU, such as Switzerland, Norway or now divorced Britain""]"
CZE,ITA,156,4,context_tokens,262390.0,163427.0,5740,2847,0.5945348527001791,0.024475759819368892,27.177700348432055,1.4049877063575693,21.660992754635807,3.075513074069879,31.2,21.660992754635807,crisis_visibility,,0.85,"The mentions of CZE in ITA focus on migration issues, indicating ITA is a significant migration crisis site. CZE's discourse reflects its role in managing migrants from ITA.","[""[2015] Last Tuesday, 22 September, a decision on the relocation of 120 thousand was adopted at an extraordinary meeting of the Interior Ministers in Luxembourg. persons from Greece and also from Italy."", ""[2017] Maybe the government could start recruiting at the detention centers in Greece and Italy, since the quotas didn't work anymore, Minister!"", ""[2018] We have no one from Italy, but we have 12 from Greece.""]"
EST,SWE,181,11,context_tokens,157005.0,205175.0,3990,5878,1.152829527722047,0.05361276958693798,45.363408521303256,1.87138482477033,20.624800096369125,3.026494239876519,15.083333333333334,20.624800096369125,diaspora_or_historical_ties,,0.85,"The mentions highlight historical ties and diaspora connections, such as Estonian refugees in Sweden and shared cultural references. The normalized ratio strongly indicates a one-way focus on historical and diasporic links.","[""It is hoped that Sweden will be grateful to us, as Estonian families were grateful to the Kingdom of Sweden in 1944, when tens of thousands of Estonian boat refugees landed in Sweden and were accepted there."", ""According to your bill, both you and I could be in the future if this law was adopted by double citizens of Estonia and Sweden."", ""The same is true between Finland and Sweden.""]"
CZE,GBR,134,0,context_tokens,262390.0,19911.0,5740,456,0.5106901939860513,0.0,23.34494773519164,0.0,20.412588132169677,3.0161517758460965,134.0,20.412588132169677,EU_accession_governance,,0.85,"The mentions focus on Brexit and its implications for Czech citizens and the UK, indicating a governance issue related to EU membership and accession.","[""[2016] ... especially those who came to Britain to work from the countries of the European Union lying in the middle and east of Europe ..."", ""[2019] ... from the time when the primary law of the European Union ceases to apply to the UK ..."", ""[2019] ... when all negotiations fail and it really comes down to the fact that the UK will speak without agreement ..."", ""[2022] ... we are preparing courses for them, and then those who would be interested in doing the standard nostrification, which then allows them to work throughout Europe, including England ...""]"
BEL,ITA,544,11,context_tokens,386113.0,163427.0,11347,2847,1.4089139707805747,0.06730833950326445,47.942187362298405,3.8637161924833157,20.04054039598005,2.99775724172036,45.333333333333336,20.04054039598005,crisis_visibility,,0.8,"The mentions of Italy in the Belgian parliament context are primarily related to migration crises, particularly asylum seekers traveling through Italy. This indicates that Italy is a high-salience site for migration issues, driving the asymmetry.","[""On 16 September 2016, Belgium offered 300 new sites, namely 200 to Greece and 100 to Italy."", ""Some asylum seekers come from countries with high risks for the spread of the virus, or travel through Italy, for example."", ""You refer to countries such as Austria and Germany, but there are also people coming from Italy, Greece and so on.""]"
