target,source,n_mentions,framing_summary
AFG,PRT,15,"PRT frames Afghanistan in migration debates with a balance of humanitarian concerns and security threats. They emphasize the need for humanitarian aid while also criticizing the influx of migrants as a security issue. Solidarity is shown through examples of Portuguese support for refugees, but this is overshadowed by security concerns. Dominant frame: **Balanced but leaning towards security and threat framing.**"
AFG,BEL,344,"Belgian parliament frames Afghanistan primarily through a risk-framing lens, emphasizing security concerns and potential threats to those who return, while suggesting restrictions on asylum seekers. Solidarity and administrative details are secondary. Dominant frame: Risk and Security."
AFG,ISL,45,"ISL parliament primarily frames Afghanistan in terms of conflict and displacement, emphasizing humanitarian concerns and the flow of refugees. There is little balance with solidarity or administrative framing, and no clear policy-remedy discussion beyond noting the increase in numbers due to conflict.

**Dominant frame:** Risk-framing focused on conflict and displacement from Afghanistan."
AFG,BIH,9,"BIH frames Afghanistan as a significant source of migrants, emphasizing security concerns and the need for border control measures. The parliament discusses the rise in Afghan migrants while advocating for increased border police equipment and better management of the migrant crisis. Dominant frame: **Risk and administrative framing with a focus on security and border control.**"
AFG,FRA,42,"France frames Afghanistan in migration debates with a balance tilted towards risk framing, highlighting the historical sacrifice and current instability, while also emphasizing humanitarian obligations and the need for practical integration measures. Dominant frame: Risk and Solidarity."
AFG,EST,34,"ESTONIA frames Afghanistan in migration debates by balancing humanitarian concerns (e.g., school assignments for Afghan children) with administrative efforts (e.g., bringing people out of Afghanistan) and calls for international cooperation. The dominant frame emphasizes both solidarity and practical solutions.

**Summary:** Estonia’s framing balances humanitarian and administrative approaches while advocating for international cooperation in addressing the Afghan migration crisis."
AFG,SRB,31,"The Serbian parliament frequently frames Afghanistan as a source of threats and conflict, emphasizing the risks and burdens of migration. It contrasts this with selective solidarity towards certain groups like Syrians, while discussing administrative challenges and policy remedies. Dominant frame: Risk and burden framing with selective humanitarian considerations."
AFG,CZE,103,"Czech parliamentarians discuss Afghanistan primarily through an administrative and policy-remedy lens, focusing on agreements for return procedures and cooperation on refugee management. They also highlight humanitarian concerns, particularly regarding Afghan minors fleeing conflict. The dominant frame is administrative and procedural, with some risk and solidarity elements.

**Dominant Frame Summary:** Czech parliament's discourse on Afghanistan emphasizes administrative agreements and procedures for managing refugees while addressing humanitarian concerns."
AFG,HRV,100,"HRV frames AFG migrants through a predominantly risk-framing lens, emphasizing security threats and NATO’s role in exacerbating instability. There is little solidarity or administrative focus, and policy remedies often involve criticism of external actors rather than proposing solutions. 

**Dominant frame:** Risk-framing of Afghan migrants as security threats."
AFG,ITA,64,"ITA frames Afghanistan primarily through a risk and solidarity lens, emphasizing both the humanitarian crisis and the potential security threats. Administrative measures are taken to address the influx of refugees. The dominant frame is a balance of security concerns and humanitarian obligations.

There is a strong emphasis on the need to protect and assist Afghan refugees while also addressing potential security risks."
AFG,SWE,449,"Sweden frames Afghanistan as a complex situation, emphasizing humanitarian concerns and the need for careful case-by-case assessment, while also highlighting existing agreements and procedures for readmission. The dominant frame balances risk and solidarity, advocating for cautious yet cooperative policies.

Sweden's approach leans more towards a balanced framing, prioritizing humanitarian considerations and procedural agreements over strict restrictions."
AFG,GRC,153,"GRC frames Afghanistan as a source of humanitarian crises and refugees, emphasizing the need for solidarity and acknowledging the role of Western policies in creating these conditions. However, there is also a risk framing, particularly regarding the potential influx of refugees and the instability in the region. The dominant frame balances humanitarian concerns with security and administrative challenges.

**Summary:** GRC frames Afghanistan through a mix of humanitarian solidarity and security/risk, with a focus on the impact of Western policies."
AFG,SVN,92,"The Slovakian parliament frequently frames Afghanistan as a site of conflict and suffering, emphasizing the humanitarian crisis and the dangers migrants face there. There is little mention of solidarity or administrative procedures, focusing instead on the risks and burdens posed by migration. 

**Dominant frame:** Risk-framing of Afghanistan as a source of humanitarian crises and security threats."
AFG,NLD,317,"The NLD frames Afghanistan primarily through a humanitarian lens, emphasizing individual protection and the need for evacuation, while also discussing administrative procedures for asylum testing. There is less focus on security or burden. Dominant frame: Humanitarian and administrative focus with some security considerations."
AFG,BGR,80,"BGR frames Afghanistan primarily through a risk-framing lens, emphasizing threats, security concerns, and humanitarian issues, while also discussing administrative agreements and procedures. The parliament highlights the civil war, human rights, and potential re-entry of terrorist organizations. There is less emphasis on solidarity or policy remedies beyond discussions of agreements and mechanisms.

Dominant frame: Risk-framing with security and humanitarian concerns."
AFG,FIN,201,"Finland emphasizes cooperation and humanitarian aid while expressing concern over financial constraints and the burden of refugees. Administrative capacity and UN support are highlighted, but there’s tension between providing aid and increasing quotas. Dominant frame: **Administrative and solidarity framings balanced with risk and financial concerns.**"
AFG,POL,41,"POL frames the Afghan migration debate with a balance tilted towards risk framing, highlighting security concerns and procedural difficulties, while also showing solidarity by discussing humanitarian obligations and refugee reception plans. Dominant frame: Risk and procedural concerns with some humanitarian solidarity."
AFG,ESP,29,"España emphasizes humanitarian commitment and solidarity towards Afghan refugees, highlighting its role in evacuation and resettlement efforts while also mentioning security concerns. Dominant frame: Solidarity and humanitarian action with some risk framing."
AFG,HUN,74,"Hungary frames Afghanistan as a source of potential mass migration, emphasizing humanitarian concerns and the need for international cooperation. It highlights the risk of future waves of migrants and the administrative burden, while also advocating for solidarity and showing willingness to cooperate. Dominant frame: Risk and Solidarity Balancing Act."
AFG,AUT,202,"AUT frames Afghanistan as a source of asylum seekers, emphasizing administrative procedures (asylum applications, rejection rates) and international agreements (withdrawal agreement). There is a balance between humanitarian considerations (international crises) and security concerns (illegal entries). Dominant frame: Administrative and procedural focus with some humanitarian considerations."
AFG,TUR,96,"Turkish parliament frames Afghanistan migration with a balance of risk (security concerns, past conflicts) and solidarity (brotherhood, humanitarian obligations), while emphasizing administrative challenges (immigration numbers, border management). Policy remedies focus on managing flows and cooperation.

Dominant frame: Risk and Solidarity Balancing Act with Administrative Challenges."
AFG,NOR,529,"Norway frames Afghanistan in migration debates with a balance of risk (concerns about safety) and administrative (legislation, practices) framings, while also showing some solidarity (taking personnel for safety reasons). The dominant frame is **risk and administration**, with occasional mentions of humanitarian considerations."
BLR,ITA,11,"Italy frames Belarus as a source of migration threats, particularly at Europe’s borders, emphasizing security and refugee management challenges. There is a focus on European cooperation and return policies. The dominant frame is risk-framing, highlighting security and border management concerns."
BLR,ESP,8,"ESP frames Belarus in migration debates through a balance of risk and solidarity framings, emphasizing concrete data and humanitarian concerns. Administrative issues, like border tensions and refugee crises, are highlighted, alongside calls for cooperation and support. The dominant frame is a mix of security and humanitarian obligations.

**Summary:** ESP balances security and humanitarian concerns, emphasizing data, solidarity, and administrative challenges in discussions about Belarus."
BLR,EST,101,"EST frames Belarus as a threat using migration as a tool for hybrid warfare, emphasizing security risks and illegal border crossings while downplaying humanitarian concerns and solidarity. Administrative measures and border defense are prioritized over cooperation or policy remedies.

**Dominant frame:** Risk framing through security and border defense."
BLR,PRT,14,"PRT frames Belarus primarily through a risk and threat lens, emphasizing human rights abuses, political manipulation, and the destabilization of EU borders. Solidarity and administrative concerns are minimal. The dominant frame is risk-framing."
BLR,CZE,15,"Czech parliament frames Belarus as a source of security threats and organized crime, emphasizing administrative measures and restrictions. They highlight the need for cooperation across ministries and express concern over potential hybrid warfare. Dominant frame: Risk and Security Framing."
BLR,NOR,31,"NORway frames Belarus as a complex and threatening border issue, emphasizing security risks and the need for restrictive measures like limiting asylum rights, while also acknowledging the EU’s procedural responses and attributing part of the problem to external influences. Dominant frame: Risk and Security Framing."
BLR,NLD,61,"NLD frames Belarus primarily through a risk and security lens, emphasizing geopolitical concerns and blaming Belarus for the problem. There is little mention of humanitarian obligations or cooperative policies. The dominant frame is risk-framing."
BLR,FRA,21,"FRA frames Belarus as a source of migration crises, emphasizing security risks and humanitarian concerns. It highlights the manipulation of migrants and Belarus’s failure to uphold international obligations. Solidarity and firm action are stressed. Dominant frame: Risk and Security with Humanitarian Concerns."
BLR,AUT,12,"AUT frames Belarus as a source of significant migratory pressure, emphasizing security threats and the need for firm action, including sanctions and close cooperation with Poland. The dominant frame is risk framing, highlighting the threat and burden posed by Belarusian migrants."
BLR,SWE,61,"SWE frames Belarus as a source of human rights abuses and political oppression, emphasizing the humanitarian plight of refugees and the need for international solidarity. There is less focus on administrative procedures or policy remedies. The dominant frame is **risk framing with a strong humanitarian emphasis**."
BLR,UKR,48,"UKR frames Belarus primarily through a risk and security lens, emphasizing threats from human rights violations, hybrid attacks, and illegal migration. There is some mention of joint training and border security but little on humanitarian obligations or solidarity. Dominant frame: Risk and Security."
BLR,LVA,98,"LVA frames Belarus in migration debates with a balance of risk and solidarity framings, mentioning humanitarian concerns and fellow-feeling while also emphasizing security and border control. Administrative measures are discussed, but the focus is more on restrictions and border management. The dominant frame is **risk and security framing with humanitarian undertones**."
BLR,BEL,53,"Belgian parliament frames Belarus as a source of illegal migration and a tool for destabilizing Europe, emphasizing the threat and dehumanization of migrants while questioning the EU’s response and policies. Risk framing dominates.

Risk framing dominates."
BLR,GRC,10,"GRC frames Belarusian migration as a security threat and a burden, emphasizing the need for international cooperation and rethinking agreements. There is little mention of humanitarian obligations or solidarity. The dominant frame is **risk framing, highlighting security and burden concerns**."
BLR,POL,348,"POL frames Belarus as a security threat, emphasizing refugee flows and potential collaboration with Russia, while advocating for stricter policies and EU-NATO cooperation. Dominant frame: Risk and Security Framing."
BLR,FIN,41,"Finland frames Belarus primarily through a risk and threat lens, emphasizing hybrid influence, political manipulation, and the potential danger to migrants. Solidarity and administrative details are minimal. The dominant frame is risk-framing."
BLR,TUR,10,"Turkish parliament frames Belarus as a source of humanitarian crises and security concerns, emphasizing the need for international cooperation to address the refugee influx. The focus is on the threat posed by refugees attempting to enter Europe and the necessity for active involvement from the EU, UN, and neighboring countries.

**Dominant frame:** Risk and security framing with an emphasis on international cooperation."
