country,year,target_iso3,entity_content,policy_agency_type,migrant_cohort,policy_measure,sentiment_polarity,scheme,scheme_warrant,evidence_span,confidence
FIN,2016,RUS,Russia,coercion_intervention_to,general_migration,integration,neutral,argument_from_practical_reasoning,to achieve this goal,"To achieve this goal, we must also work with Russia",0.8
FIN,2019,IRQ,Iraq,coercion_intervention_to,general_migration,integration,neutral,argument_from_practical_reasoning,cooperation should be demanded from Iraq,that cooperation should be demanded from Iraq,0.8
FIN,2020,GRC,Greece,coercion_intervention_to,general_migration,general_policy,negative,argument_from_authority,the countries of the European Union have supported this,the countries of the European Union have supported this,0.8
FIN,2021,RUS,Russia,coercion_intervention_to,general_migration,national_security,negative,argument_from_sign,Russia and foreign policy issues challenge the credibility of the EU's common foreign and security policy,Russia and foreign policy issues challenge the credibility of the EU's common foreign and security policy,0.7
FIN,2021,AFG,Afghanistan,coercion_intervention_to,refugees,general_policy,neutral,argument_from_practical_reasoning,we should follow the quota refugee system,through our quota refugee system and within the limits it defines,0.8
FIN,2021,LVA,Latvia,coercion_intervention_to,general_migration,national_security,negative,argument_from_sign,border disturbances and military activity indicate a broader issue,"Recently , there have been concerns about the border disturbance of Belarus towards Poland , Lithuania and Latvia by means of migrants and the military activity of Russia in the vicinity of the Ukrainian border .",0.8
FRA,2018,USA,United States,competition,general_migration,general_policy,negative,argument_from_authority,the United States became a nuclear power due to foreign brains,the United States have become a nuclear power in 1945,0.7
FRA,2019,POL,Poland,competition,general_migration,national_security,negative,argument_from_sign,"about our collective failure, as regards the situation of migrants","about our collective failure, as regards the situation of migrants",0.7
FRA,2019,AUS,Australia,competition,economic_migrants,general_policy,positive,argument_from_analogy,some countries have understood the importance of attractiveness in ensuring labour immigration,such as Australia or Canada,0.8
FRA,2021,CAF,Central African Republic,competition,general_migration,allocation_of_resources,negative,argument_from_cause_to_effect,improving the ranking of world misery will prevent immigration,"when our country replaces Yemen, the Central African Republic and Venezuela in the ranking of world misery",0.8
FRA,2021,GBR,United Kingdom,competition,general_migration,border_control,neutral,argument_from_authority,private companies carry out work within the competence of the Regalian power,a private company carries out a work that falls within the competence of the Regalian power,0.8
FRA,2021,GBR,United Kingdom,competition,general_migration,general_policy,negative,argument_ad_hominem,the speaker assumes the audience knows the migrants' intentions,you know better than anyone,0.8
CZE,2016,TUR,Turkey,learning_emulation_from,general_migration,border_control,negative,argument_from_practical_reasoning,the funds could be better used for border protection,could be used to protect Schengen borders consistently,0.8
CZE,2018,USA,United States,learning_emulation_from,general_migration,border_control,negative,argument_from_analogy,following the model of Hungary and the United States of America,following the model of Hungary and the United States of America,0.8
CZE,2019,TUR,Turkey,learning_emulation_from,general_migration,general_policy,negative,argument_from_cause_to_effect,there was no interest in New York,because there was no interest in New York,0.8
CZE,2022,UKR,Ukraine,learning_emulation_from,refugees,general_policy,negative,argument_from_cause_to_effect,the war caused by Russia's aggression leads to a refugee crisis,"as a result of the war caused by Russia's aggression and, of course, the subsequent refugee crisis",0.8
CZE,2022,UKR,Ukraine,learning_emulation_from,general_migration,integration,positive,argument_from_cause_to_effect,crisis measures have decreased in importance but are still necessary,"the importance of crisis measures has decreased, but it is still the necessary measures",0.8
CZE,2022,UKR,Ukraine,learning_emulation_from,general_migration,national_security,negative,argument_from_sign,the number of offences is a sign of future issues,i.e. before the outbreak of the Ukrainian migration crisis,0.7
NLD,2016,MKD,North Macedonia,exchange_cooperation,general_migration,border_control,positive,argument_from_practical_reasoning,fairness towards neighboring countries,We must also be fair to the four countries in the Western Balkans,0.8
NLD,2017,TUR,Turkey,exchange_cooperation,refugees,general_policy,negative,argument_from_analogy,agreements like those in Turkey are needed,like agreements are needed,0.8
NLD,2018,ALB,Albania,exchange_cooperation,general_migration,general_policy,negative,argument_from_practical_reasoning,we will not achieve the objectives we set out in the coalition agreement,but then we will not achieve the objectives we set out in the coalition agreement,0.8
NLD,2019,MAR,Morocco,exchange_cooperation,general_migration,general_policy,negative,argument_ad_hominem,those who come from Morocco and pretend to be Algerian are dishonest,"of course , is that foreigners themselves realize",0.7
NLD,2019,MLT,Malta,exchange_cooperation,refugees,returns_deportation,positive,argument_from_authority,a number of Member States of the European Union have drawn up a joint declaration of intent,"it is so good that a number of Member States of the European Union, Germany, France, Italy, Malta and Finland, have drawn up a joint declaration of intent",0.8
NLD,2022,PAK,Pakistan,exchange_cooperation,general_migration,general_policy,neutral,none_or_unclear,,The possibilities for leaving Pakistan are limited,0.3
SRB,2018,MKD,North Macedonia,coercion_intervention_to,refugees,general_policy,negative,argument_ad_hominem,"those who come through Greece, via Turkey, through Macedonia, through Bulgaria","Those who come through Greece, via Turkey, through Macedonia, through Bulgaria",0.8
SRB,2018,IND,India,coercion_intervention_to,refugees,international_law,neutral,argument_from_cause_to_effect,establishing a link between police activities and arrests of smugglers,"thanks to police activities in the area of Kikinda, Subotica, Kanjiže was discovered by an eight-member criminal group involved in smuggling migrants from India and Afghanistan",0.8
SRB,2019,CHE,Switzerland,coercion_intervention_to,general_migration,general_policy,negative,argument_from_analogy,Switzerland's actions serve as a contrast,Switzerland from William Telle fired no bullets,0.8
SRB,2019,MNE,Montenegro,coercion_intervention_to,general_migration,integration,positive,argument_from_practical_reasoning,to speed up the possibility that all those who wish to gain the citizenship of the Republic of Serbia ... get it within six months,"to speed up the possibility that all those who wish to gain the citizenship of the Republic of Serbia , many of them , therefore , do not want to stay and live with their families in Montenegro , get it within six months",0.8
SRB,2019,AUT,Austria,coercion_intervention_to,general_migration,returns_deportation,neutral,argument_from_authority,former Austrian Interior Minister Herbert Kikla made a statement,"for the first time , as a minister , I have concluded a contract with Serbia where people who receive a negative response to asylum in Austria , but cannot return to their countries are taken to Serbia",0.8
SRB,2021,BGR,Bulgaria,coercion_intervention_to,general_migration,returns_deportation,positive,argument_from_practical_reasoning,"we want X, so we must do Y","to reach Bulgaria in average salaries by the end of this year, and that's what we end up doing for migration",0.8
AUT,2016,TUR,Turkey,coercion_intervention_to,general_migration,border_control,negative,argument_from_cause_to_effect,we would have to deal with all this in Greece,we would have to deal with all this in Greece,0.8
AUT,2017,RUS,Russia,coercion_intervention_to,general_migration,allocation_of_resources,neutral,argument_from_cause_to_effect,his insights led to EU sanctions against Russia,which has just led to the EU sanctions against Russia,0.8
AUT,2019,TUR,Turkey,coercion_intervention_to,general_migration,general_policy,negative,argument_from_cause_to_effect,volatile situations lead to increased migration,"The volatile situation in Turkey and instability in Iran, Syria and Afghanistan lead to increased migration pressure in Greece.",0.8
AUT,2021,DNK,Denmark,coercion_intervention_to,general_migration,international_law,negative,argument_ad_hominem,those who,clear rejection – that is not true with the Greens!,0.8
AUT,2021,AFG,Afghanistan,coercion_intervention_to,general_migration,returns_deportation,neutral,none_or_unclear,,,0.7
AUT,2022,TUN,Tunisia,coercion_intervention_to,general_migration,returns_deportation,positive,none_or_unclear,,,0.7
TUR,2016,MLI,Mali,coercion_intervention_to,refugees,international_law,negative,argument_from_authority,U.N. troops are reporting rape in refugee camps,U.N. troops that are being reported to the Turkish press,0.8
TUR,2019,SYR,Syria,coercion_intervention_to,refugees,returns_deportation,negative,argument_from_practical_reasoning,praying for peace leads to peace,We want peace and peace in our geography,0.8
TUR,2020,LBY,Libya,coercion_intervention_to,general_migration,international_law,neutral,argument_from_practical_reasoning,"to achieve military support from Turkey, the Libyan government is requesting help",The Libyan National Covenant government has requested military support from Turkey,0.8
TUR,2020,DEU,Germany,coercion_intervention_to,high_skilled_workers,general_policy,negative,argument_from_analogy,comparing the current situation to historical events,"in 1933 , Hitler and his fascist party came to power in Germany",0.8
TUR,2020,IRQ,Iraq,coercion_intervention_to,asylum_seekers,national_security,positive,argument_from_authority,the High Council and your delegation are authoritative sources,I salute the High Council and your delegation,0.8
TUR,2022,SYR,Syria,coercion_intervention_to,refugees,returns_deportation,negative,argument_from_cause_to_effect,"war and 3m700,000 Syrian open-door policy led to troubles",and the troubles began and continued to grow,0.8
NOR,2016,SWE,Sweden,competition,refugees,general_policy,negative,argument_from_sign,Sweden has a huge challenge,Sweden has had and has a huge challenge in dealing with this,0.8
NOR,2020,GRC,Greece,competition,refugees,returns_deportation,neutral,argument_from_analogy,Norway's success in relocating refugees can be used as a model for Greece.,but we relocated more than Greece itself has managed to return,0.8
NOR,2020,GRC,Greece,competition,asylum_seekers,border_control,positive,argument_from_practical_reasoning,"we want to help Greece process asylum seeker applications, so we must contribute EUR 350 million through EEA funds",with the competence of our foreign authorities to help Greece process the applications for asylum seekers,0.8
NOR,2020,TUR,Turkey,competition,asylum_seekers,international_law,negative,argument_from_cause_to_effect,Europe closing its borders in 2016 led to fewer asylum seekers arriving in Norway,they are stopped in Turkey and Greece after Europe closed its borders in 2016,0.8
NOR,2020,SYR,Syria,competition,refugees,border_control,negative,none_or_unclear,,IS and Al Qaida terrorized large areas of Syria and Iraq,0.7
NOR,2021,LBY,Libya,competition,general_migration,general_policy,negative,argument_from_practical_reasoning,more search and rescue is needed to save people,several rescue operations are needed there – more search and rescue,0.8
BIH,2018,HRV,Croatia,neutral_reporting,general_migration,border_control,neutral,argument_from_sign,the number of migrants crossing borders indicates broader issues,"most of the crossings have been recorded at the border with Serbia , with Montenegro , and lately , of course , with Croatia .",0.7
BIH,2020,BGD,Bangladesh,neutral_reporting,refugees,general_policy,neutral,argument_from_sign,"the presence of 6,000 migrants indicates a problem","we currently have about 6,000 of these persons in BiH",0.7
BIH,2020,BGD,Bangladesh,neutral_reporting,general_migration,general_policy,neutral,none_or_unclear,,,0.8
BIH,2021,SVN,Slovenia,neutral_reporting,general_migration,border_control,negative,argument_from_sign,long waiting times at borders indicate poor border management,how many hours we have to wait,0.8
BIH,2021,MNE,Montenegro,neutral_reporting,general_migration,border_control,neutral,argument_from_sign,freedom to travel without PCR test indicates better migration policies,"The only freedom that exists at this time is for our neighbouring countries Croatia , Montenegro and Serbia",0.7
BIH,2022,UKR,Ukraine,neutral_reporting,refugees,general_policy,positive,argument_from_practical_reasoning,"to achieve adequate reception of refugees who decide to come to BiH, providing financial and material assistance to BiH to the state of Ukraine is necessary",providing financial and material assistance to BiH to the state of Ukraine will be one of today 's proposed conclusions,0.8
HRV,2017,DEU,Germany,competition,refugees,general_policy,negative,argument_from_analogy,comparing the situation of Afghans now to their situation in 2000,"in 2000 , in Germany , there was , i.e. 5,000 refugees came to Germany from Afghanistan",0.8
HRV,2020,GRC,Greece,competition,general_migration,border_control,positive,argument_from_sign,a rise in traffic to Greece indicates a broader trend,Greece currently has 8 % of the traffic since last year,0.8
HRV,2020,DEU,Germany,competition,general_migration,general_policy,negative,argument_from_analogy,comparing past migration to current migration,"they came to the best paid, or to the most attractive jobs",0.8
HRV,2022,UKR,Ukraine,competition,general_migration,integration,negative,argument_from_sign,the lack of translators is a sign of a problem,very few translators are available at the first contact,0.8
HRV,2022,UKR,Ukraine,competition,general_migration,general_policy,negative,argument_ad_hominem,parliamentary clubs in the ranks of the ruling spoke of political support,certain parliamentary clubs in the ranks of the ruling spoke of political support,0.8
HRV,2022,FIN,Finland,competition,asylum_seekers,international_law,negative,argument_ad_hominem,the opposition is portrayed as having missed an opportunity and being embarrassed,even though their downsizing before Turkey is considered embarrassing,0.8
GBR,2015,LBY,Libya,neutral_reporting,refugees,general_policy,negative,argument_from_cause_to_effect,regime change leads to chaos and refugees,The policy of regime change in Iraq and Libya led not to democratisation but to chaos and a flood of refugees,0.8
GBR,2016,GGY,Guernsey,neutral_reporting,general_migration,general_policy,neutral,none_or_unclear,,"My Lords , among the first batch of non-member territories expected to receive AIFM passporting towards the end of this year are Guernsey and , I believe , Jersey , as well as Hong Kong and the USA .",0.7
GBR,2017,LBY,Libya,neutral_reporting,general_migration,general_policy,neutral,none_or_unclear,,The most substantive part of the discussions in Malta were about migration from Libya.,0.8
GBR,2017,SSD,South Sudan,neutral_reporting,refugees,allocation_of_resources,negative,argument_from_analogy,countries such as South Sudan have similar situations,"In countries such as South Sudan, the two run side by side",0.8
GBR,2017,SSD,South Sudan,neutral_reporting,refugees,national_security,negative,argument_from_sign,high levels of displacement and food insecurity indicate a broader crisis,1.9 million are internally displaced,0.8
GBR,2022,SSD,South Sudan,neutral_reporting,refugees,general_policy,neutral,argument_from_sign,large numbers of migrants indicate systemic issues,"Uganda has nearly 1.5 million, mainly from South Sudan",0.7
EST,2016,RUS,Russia,neutral_reporting,economic_migrants,allocation_of_resources,negative,argument_from_sign,the presence of many seasonal workers from Russia indicates a lack of restrictions,there are very many seasonal workers from Russia,0.8
EST,2019,CAN,Canada,neutral_reporting,general_migration,integration,negative,argument_ad_hominem,to receive support from the right side of the hall,in order to receive support from the right side of the hall,0.8
EST,2021,RUS,Russia,neutral_reporting,general_migration,integration,negative,argument_from_practical_reasoning,"to achieve Estonian citizenship for the child, the parents must release them from Russian citizenship",because under the citizenship law of the Russian Federation minors will not be released from it,0.8
EST,2021,POL,Poland,neutral_reporting,general_migration,border_control,negative,argument_from_sign,Belarus' actions indicate a hybrid war,"there is a real hybrid war on the borders of Poland , Lithuania and Latvia",0.8
EST,2022,LVA,Latvia,neutral_reporting,general_migration,border_control,neutral,argument_from_practical_reasoning,to address security concerns,to build a border fence already this year,0.8
EST,2022,UKR,Ukraine,neutral_reporting,refugees,general_policy,negative,argument_ad_hominem,the Government of the Republic of Estonia did not cause the war,The Government of the Republic of Estonia has certainly not caused the situation,0.8
GBR,2015,LBY,Libya,competition,general_migration,national_security,positive,argument_from_practical_reasoning,we need to focus on two things to make the biggest difference,one is trying to get a competent Government in Libya — a Government that have authority and that we can deal with — and the second is to break the link between people getting on a boat and getting settlement rights in Europe,0.8
GBR,2015,LBY,Libya,competition,refugees,national_security,negative,argument_from_sign,the Arab spring has degenerated in every single country in which it appeared,What was once hailed as the Arab spring has degenerated in every single country in which it appeared to be taking place,0.8
GBR,2015,LBY,Libya,competition,refugees,general_policy,neutral,argument_from_practical_reasoning,working with local partners leads to solutions,work with local partners to seek a solution,0.8
GBR,2016,LBY,Libya,competition,refugees,national_security,negative,argument_from_practical_reasoning,we would have put up holding centres in Libya if it was operating as it should have done,we would have put up holding centres in Libya,0.8
GBR,2017,BIH,Bosnia and Herzegovina,competition,general_migration,international_law,positive,none_or_unclear,,"She maintained the family home and reared three children while her husband served in the Marines , including on tours of duty in Bosnia and in Northern Ireland .",0.8
SWE,2016,TUR,Turkey,coercion_intervention_to,refugees,general_policy,negative,argument_from_cause_to_effect,the road via Turkey was closed,after the road via Turkey was closed,0.8
SWE,2019,SEN,Senegal,coercion_intervention_to,general_migration,returns_deportation,negative,argument_from_sign,the grant of a new visa is a sign of no problems,which should be a sign that the Union does not see at all the problems seen in Sweden,0.8
SWE,2020,ISR,Israel,coercion_intervention_to,refugees,returns_deportation,negative,argument_from_sign,the number of Palestinians cannot realistically return,it is completely unrealistic for 5.6 million Palestinians to return,0.8
SWE,2021,DNK,Denmark,coercion_intervention_to,general_migration,general_policy,negative,argument_from_analogy,Denmark has similar legislation,Denmark has exactly the legislation that Mikael Eskilandersson opposes here,0.8
SWE,2021,UGA,Uganda,coercion_intervention_to,general_migration,returns_deportation,negative,argument_from_sign,people being rejected and LGBT people fearing for their lives indicate a broader issue,"people who are rejected on completely wrong grounds and LGBT people who will not return to Uganda, because they would then lose their lives",0.8
SWE,2022,RUS,Russia,coercion_intervention_to,economic_migrants,international_law,negative,argument_from_sign,a large number of migrant workers in Russia who have been affected in many contexts,there are a large number of migrant workers in Russia who have been affected in many contexts,0.8
UKR,2016,NLD,Netherlands,exchange_cooperation,general_migration,national_security,negative,argument_from_sign,turbulence results in Eurosceptic victory,This turbulence has resulted in events such as the victory of Eurosceptics in a referendum in the Netherlands,0.8
UKR,2020,GBR,United Kingdom,exchange_cooperation,general_migration,general_policy,positive,argument_from_practical_reasoning,the agreement will simplify travel conditions,which will simplify the conditions for Ukrainian citizens to travel to Britain,0.8
UKR,2021,BLR,Republic of Belarus,exchange_cooperation,general_migration,national_security,positive,none_or_unclear,,"And I think we need to guarantee to the Ukrainian people the ability of today 's Ukrainian authorities to provide security that does not come from any side , either from the Russian Federation 's aggressor country or from the Republic of Belarus .",0.7
UKR,2021,LTU,Lithuania,exchange_cooperation,general_migration,national_security,neutral,none_or_unclear,,"I am personally and the heads of the foreign service , the National Police , the National Guard are in close contact with relevant leaders",0.7
UKR,2021,BLR,Belarus,exchange_cooperation,general_migration,national_security,neutral,none_or_unclear,,"to see how the threats , how this is happening directly on the state border of Belarus and Poland",0.7
UKR,2022,DEU,Germany,exchange_cooperation,general_migration,general_policy,positive,none_or_unclear,,null,0.1
GBR,2016,LBY,Libya,exchange_cooperation,refugees,border_control,neutral,none_or_unclear,,"NATO assistance in patrolling the maritime borders between Greece and Turkey , and those between Libya and Italy , is another element .",0.7
GBR,2016,LBY,Libya,exchange_cooperation,general_migration,border_control,neutral,argument_from_cause_to_effect,the agreement with Turkey reduced illegal crossings,the very significant reductions in illegal crossings from Turkey to Greece as a result of the agreement made with Turkey in March,0.8
GBR,2017,LBY,Libya,exchange_cooperation,general_migration,returns_deportation,positive,argument_from_practical_reasoning,supporting agreements will ensure returns to suitable conditions,to ensure that people can be returned to suitable conditions,0.8
GBR,2017,LBY,Libya,exchange_cooperation,general_migration,general_policy,neutral,none_or_unclear,,A joint FCO and DFID team is working on the wider issues relating to Libya,0.5
GBR,2019,LBY,Libya,exchange_cooperation,general_migration,general_policy,negative,argument_from_cause_to_effect,Libya becoming a failed state will lead to increased migration flows,the implications of Libya becoming a failed state in terms of migration flows,0.8
GBR,2021,LBY,Libya,exchange_cooperation,general_migration,returns_deportation,negative,argument_from_sign,this is a much wider issue,"they are coming from the Sahel , from Africa and from Libya",0.8
ISL,2017,DNK,Denmark,coercion_intervention_to,general_migration,general_policy,neutral,argument_from_analogy,the case in Denmark can be compared to the current situation,as has been the case in Denmark,0.8
ISL,2021,DNK,Denmark,coercion_intervention_to,general_migration,allocation_of_resources,negative,argument_from_sign,the cost to hospices is a sign of the overall cost,"i.e. Denial , 6 million . K. every year",0.8
ISL,2021,GRC,Greece,coercion_intervention_to,refugees,allocation_of_resources,negative,argument_from_practical_reasoning,"we want to help people, so we must use money to assist them",it is much better to use that money to help people,0.8
ISL,2022,UKR,Ukraine,coercion_intervention_to,refugees,general_policy,neutral,argument_from_authority,the highest Social and workforce minister is an authority on immigration policies,the highest Social and workforce minister where he holds out,0.8
ISL,2022,UKR,Ukraine,coercion_intervention_to,refugees,integration,negative,argument_from_authority,the law does not necessarily require the material treatment of the requests,it does not necessarily require the material treatment of the requests,0.7
ISL,2022,DNK,Denmark,coercion_intervention_to,refugees,national_security,neutral,argument_ad_hominem,those who come to the country are not trustworthy and are trying to deceive people,to risk their lives after taking even the entire estate or sometimes more than the requirement for the individual to become a slave,0.8
ESP,2016,TUR,Turkey,learning_emulation_from,refugees,general_policy,negative,argument_ad_hominem,"you have decided to adopt unilaterally, as all groups have reminded you this morning, against the mandate of this House",against the mandate of this House,0.8
ESP,2018,ARG,Argentina,learning_emulation_from,general_migration,general_policy,neutral,argument_from_analogy,"the history of compatriots who not long ago had to be exiled and exiled during the long Francoist night, who were welcomed","who were welcomed, to quote some countries",0.8
ESP,2020,NOR,Norway,learning_emulation_from,general_migration,general_policy,negative,argument_from_analogy,"you only learn from the press of something as dramatic for tourism as what the United Kingdom, Belgium, Norway, Germany and France have announced","what the United Kingdom, Belgium, Norway, Germany and France have announced",0.8
ESP,2021,AFG,Afghanistan,learning_emulation_from,general_migration,allocation_of_resources,positive,argument_from_practical_reasoning,the system works for collaborators and their families,The system continues to work day by day for our collaborators and their families,0.8
ESP,2022,POL,Poland,learning_emulation_from,general_migration,general_policy,positive,argument_from_analogy,other European nations have already done so,"Other European nations , such as Poland and Hungary , have already done so",0.8
ESP,2022,MAR,Morocco,learning_emulation_from,asylum_seekers,border_control,negative,argument_from_practical_reasoning,people prefer legal channels over illegal ones,he or she can apply for protection in a normal way,0.8
SWE,2016,LBY,Libya,competition,general_migration,allocation_of_resources,negative,argument_from_sign,increasing numbers of migrants indicate a broader condition,increasing numbers of migrants are coming from Libya,0.8
SWE,2019,FIN,Finland,competition,general_migration,general_policy,negative,argument_from_analogy,Nordic countries have different policies despite similar legal frameworks,such as Finland and Sweden,0.8
SWE,2020,AUS,Australia,competition,refugees,integration,positive,argument_from_sign,high levels of employment among refugees indicate successful integration policies,About 50 percent of the refugees get a job after five years in Australia.,0.8
SWE,2020,TUR,Turkey,competition,refugees,general_policy,negative,argument_ad_hominem,Jimmie Åkesson's actions are suspicious and indicate bad faith,Why does Jimmie Åkesson go to Turkey to incite refugees,0.8
SWE,2021,UKR,Ukraine,competition,general_migration,general_policy,negative,argument_from_sign,the situation in Ukraine has changed,Is the situation today in Ukraine worse than it was before or not?,0.7
SWE,2022,ESP,Spain,competition,economic_migrants,integration,neutral,argument_ad_hominem,the Minister for Economic Affairs has a bad motive or is incompetent,perhaps you can express yourself as the Minister for Economic Affairs did,0.8
POL,2017,SVK,Slovakia,learning_emulation_from,general_migration,general_policy,neutral,argument_from_analogy,Slovakia's presidency was similar to other presidencies with unexpected elements,Slovakia took the lead just after the referendum in the UK,0.8
POL,2019,UKR,Ukraine,learning_emulation_from,general_migration,general_policy,negative,none_or_unclear,,I don't know if you've been following what's going on between Hungary and Ukraine at the moment.,0.7
POL,2021,BLR,Belarus,learning_emulation_from,refugees,visas_mobility,negative,argument_ad_hominem,"the officers of the Belarusian KGB, internal troops, other special forces are involved in the operation","of the Belarusian KGB, internal troops, other special forces who coordinate this operation",0.8
POL,2022,ARM,Armenia,learning_emulation_from,general_migration,returns_deportation,neutral,none_or_unclear,,,0.8
POL,2022,SVK,Slovakia,learning_emulation_from,refugees,general_policy,negative,none_or_unclear,,,0.7
POL,2022,UKR,Ukraine,learning_emulation_from,general_migration,general_policy,positive,argument_from_practical_reasoning,the government wants to continue supporting Ukrainian citizens,helping Ukrainian citizens is still ongoing,0.8
BEL,2017,TUR,Turkey,exchange_cooperation,refugees,international_law,negative,argument_from_authority,Turkey is not respecting the fundamental principles of human rights,Turkey is not respecting the fundamental principles of human rights,0.8
BEL,2019,GBR,United Kingdom,exchange_cooperation,general_migration,general_policy,negative,none_or_unclear,,nothing is paid at Zeebrugge,0.7
BEL,2020,SYR,Syria,exchange_cooperation,refugees,integration,positive,argument_from_authority,the European Commission is a legitimate authority,the European Commission decided to increase its support,0.8
BEL,2021,MLI,Mali,exchange_cooperation,general_migration,general_policy,neutral,none_or_unclear,,,0.8
BEL,2021,ESP,Spain,exchange_cooperation,general_migration,returns_deportation,neutral,argument_from_authority,an agreement exists between countries,An agreement exists between Spain and Morocco,0.8
BEL,2022,MAR,Morocco,exchange_cooperation,general_migration,returns_deportation,positive,argument_from_authority,our country signed a historic agreement with Morocco,our country signed a historic agreement with Morocco,0.8
AUT,2015,TUR,Turkey,neutral_reporting,refugees,general_policy,neutral,argument_from_authority,the Council of Europe or members of the Parliamentary Assembly of the Council of Europe are legitimate sources,Council of Europe or members of the Parliamentary Assembly of the Council of Europe,0.8
AUT,2017,HRV,Croatia,neutral_reporting,general_migration,general_policy,neutral,argument_from_sign,people continue to migrate,people continue to simmer over Croatia,0.8
AUT,2018,ITA,Italy,neutral_reporting,general_migration,national_security,neutral,none_or_unclear,,"it is seen that Austria is not only bordering Hungary and Slovenia , but also Italy , Liechtenstein , Switzerland , Germany , the Czech Republic and the Slovak Republic",0.7
AUT,2020,GRC,Greece,neutral_reporting,refugees,integration,negative,argument_ad_hominem,he is still refusing an efficient increase in unemployment money,because he is still refusing an efficient increase in unemployment money,0.8
AUT,2020,ITA,Italy,neutral_reporting,general_migration,national_security,negative,argument_ad_hominem,Mr Erdoğan has the opportunity to extortion Europe,let hundreds of thousands into the EU,0.7
AUT,2022,AFG,Afghanistan,neutral_reporting,general_migration,general_policy,neutral,argument_from_sign,rising numbers indicate a broader trend,"Syria 10 964 , Afghanistan 6 033 ,",0.7
UKR,2017,DEU,Germany,competition,refugees,general_policy,negative,argument_ad_hominem,"Ukraine is a strategic partner for Europe, particularly for Germany","for Germany , in particular",0.8
UKR,2017,DEU,Germany,competition,refugees,national_security,negative,argument_from_cause_to_effect,"if it's not implemented, hundreds of millions of refugees from Africa will flee to Europe and, above all, Germany","if it's not implemented, hundreds of millions of refugees from Africa will flee to Europe and, above all, Germany",0.8
UKR,2020,USA,United States,competition,general_migration,general_policy,positive,argument_from_authority,international colleagues and the European Union are frank about the need for competition,from the United States,0.8
UKR,2021,RUS,Russia,competition,high_skilled_workers,border_control,negative,argument_from_cause_to_effect,closure of borders leads to lack of workers,for the closure of borders in Russia and Europe,0.8
ITA,2015,USA,United States,exchange_cooperation,general_migration,general_policy,positive,argument_from_analogy,the United States and Russia can find a moment of convergence,"together with NATO , a moment of convergence against the main enemy",0.7
ITA,2019,BIH,Bosnia and Herzegovina,exchange_cooperation,general_migration,national_security,neutral,argument_from_practical_reasoning,to regulate the extradition procedure,extends and facilitates the application of the Agreement,0.8
ITA,2019,TUR,Turkey,exchange_cooperation,refugees,general_policy,negative,argument_ad_hominem,Erdoğan is engaging in blackmail,that we have to make sure that Erdoğan stops with the blackmail,0.8
ITA,2020,ESP,Spain,exchange_cooperation,general_migration,border_control,neutral,argument_from_practical_reasoning,working together with other countries is effective,"the Government has worked as a border country with our Minister for Foreign Affairs a common line with Spain, Greece, Cyprus and Malta",0.8
ITA,2020,DEU,Germany,exchange_cooperation,students,general_policy,positive,argument_from_practical_reasoning,bilateral agreements have been beneficial,we celebrated the sixty-five years of the bilateral agreements,0.8
ITA,2022,UKR,Ukraine,exchange_cooperation,refugees,general_policy,negative,argument_from_sign,a massive influx of refugees is a sign of crisis,which currently has over 3.85 million people,0.8
CZE,2016,TUR,Turkey,exchange_cooperation,general_migration,international_law,neutral,argument_from_practical_reasoning,the agreement with Turkey is necessary for migration control,I would like to address the very agreement that has been made with Turkey,0.7
CZE,2016,TUR,Turkey,exchange_cooperation,general_migration,returns_deportation,negative,argument_ad_hominem,"you had your speech here after you returned, so I really consider it arrogance not to us","you had your speech here after you returned, so I really consider it arrogance not to us",0.8
CZE,2018,MLI,Mali,exchange_cooperation,general_migration,national_security,positive,argument_from_authority,the Minister and the UN in Mali spoke of,this is the training EUTM that the Minister and the UN in Mali spoke of,0.8
CZE,2019,SGP,Singapore,exchange_cooperation,refugees,allocation_of_resources,positive,argument_from_practical_reasoning,"to support Czech companies in expanding to Asian markets, fighting illegal migration, money for foreign development cooperation or helping people","fighting illegal migration , money for foreign development cooperation or helping people",0.8
CZE,2020,GRC,Greece,exchange_cooperation,general_migration,international_law,positive,argument_from_authority,leaders of the European Union provide support,Greece has received very strong support from both the leaders of the European Union,0.8
CZE,2022,AUT,Austria,exchange_cooperation,general_migration,border_control,positive,argument_from_practical_reasoning,to achieve a stronger external border,such as strengthening the external borders of Hungary,0.8
POL,2017,ITA,Italy,exchange_cooperation,general_migration,border_control,neutral,none_or_unclear,,"As regards data on the involvement of the Office in Foreign Affairs in 2016 , 40 staff took part in 62 support missions in Greece and Italy , including 40 experts took part in 62 support missions in Greece , Italy and the countries of South Europe .",0.8
POL,2019,DEU,Germany,exchange_cooperation,refugees,allocation_of_resources,positive,argument_from_analogy,Germany helped Polish institutions during Nazi terror,"Polish diplomatic institutions , Polish Institute , Polish schools and organizations could freely operate in Hungary",0.7
POL,2021,DEU,Germany,exchange_cooperation,general_migration,border_control,neutral,argument_from_sign,large number of migrants indicates systemic issues,which recorded between 700 and 1 000 500 citizens,0.8
