target,source,n_mentions,framing_summary
MAR,NOR,10,"NORway focuses on administrative procedures and agreements related to dual citizenship and international conferences, particularly in Morocco. There is little risk or solidarity framing, but emphasis on Norway’s role in negotiations and reservations. Dominant frame: Administrative and procedural focus."
AFG,SRB,31,"The Serbian parliament frames Afghanistan as a source of threats and conflict, emphasizing the risks and burdens of migration. They contrast this with selective humanitarian obligations based on perceived victimhood, particularly for Syrians. Administrative concerns are minimal, and policy remedies focus on restricting migration from Afghanistan while cooperating more cautiously with other countries. Dominant frame: Risk and threat framing with selective humanitarian considerations."
AFG,PRT,15,"PRT frames Afghanistan in migration debates with a balance of humanitarian concerns and security threats. They emphasize the need for humanitarian aid while also criticizing the influx of migrants as a security issue. Solidarity is shown through examples of Portuguese support for refugees, but this is overshadowed by security concerns. Dominant frame: **Balanced but leaning towards security and threat framing.**"
AFG,NLD,317,"The NLD frames Afghanistan primarily through a humanitarian lens, emphasizing individual protection and the need for evacuation, while also discussing administrative procedures for asylum testing. There is less focus on security or burden. Dominant frame: Humanitarian and administrative focus with some security considerations."
AFG,ESP,29,"España emphasizes humanitarian commitment and solidarity towards Afghan refugees, highlighting evacuation efforts and resettlement programs, while also mentioning the need for administrative measures and support. Dominant frame: Solidarity and humanitarian commitment with administrative actions."
AFG,AUT,202,"AUT frames Afghanistan as a source of refugees due to crises and violence, emphasizing administrative procedures like rejection rates and asylum processes, while acknowledging international agreements. The dominant frame is **administrative and procedural**, focusing on rejection rates and legal processes."
AFG,TUR,96,"Turkish parliament frames Afghanistan migration with a balance of risk (security concerns, past conflicts) and solidarity (brotherhood, humanitarian obligation), while emphasizing administrative challenges (immigration numbers, border management). Policy remedies focus on managing flows and cooperation.

Dominant frame: Risk and Solidarity Balancing Act with Administrative Challenges."
AFG,HUN,74,"Hungary frames Afghanistan as a source of potential mass migration, emphasizing humanitarian concerns and the need for international cooperation. It highlights the burden of migration and the risks posed by instability in Afghanistan. Solidarity and administrative measures are mentioned but are overshadowed by the focus on security and burden.

Dominant frame: Risk and burden framing with elements of solidarity and administrative measures."
AFG,BIH,9,"BIH frames Afghanistan primarily through a risk and administrative lens, focusing on the numbers and types of migrants coming from Afghanistan and the need for increased border security measures. 

**Dominant Frame:** Administrative and Risk Framing."
AFG,POL,41,"POL frames the Afghan migration debate with a balance tilted towards risk and administrative concerns, mentioning unpredictable situations, long procedures, and the inability of the Afghan government to handle the situation. There is also a humanitarian appeal for allowing Afghan refugees. The dominant frame is a mix of security and procedural challenges with some humanitarian solidarity."
AFG,CZE,103,"Czech parliamentarians discuss Afghanistan primarily through an administrative and policy-remedy lens, focusing on agreements for return procedures and military cooperation. They also touch on humanitarian concerns related to Afghan refugees but frame these within broader security and procedural contexts. 

Dominant frame: Administrative and policy-remedy framing with elements of security and humanitarian concern."
AFG,EST,34,"ESTONIA frames Afghanistan in migration debates by balancing humanitarian concerns (e.g., school assignments for Afghan children) with administrative efforts (e.g., bringing people out of Afghanistan) and calls for international cooperation. The dominant frame emphasizes both solidarity and practical solutions.

**Summary:** Estonia’s framing balances humanitarian and administrative approaches while advocating for international cooperation in addressing the Afghan migration crisis."
AFG,ITA,64,"ITA frames Afghanistan primarily through a risk and solidarity lens, emphasizing both the humanitarian crisis and the potential security threats. Administrative measures are taken to address the influx of refugees. The dominant frame is a balanced mix of security concerns and humanitarian obligations.

**Summary:** ITA balances security and humanitarian concerns, implementing administrative measures to address the refugee crisis from Afghanistan."
AFG,FIN,201,"Finland emphasizes cooperation and humanitarian aid while expressing concern over financial constraints and the need for a broader debate on Afghan refugees. Administrative capacity and UN support are highlighted, but there’s a tension between providing aid and managing refugee quotas. Dominant frame: **Administrative and humanitarian cooperation with Afghanistan, balanced by financial concerns and debate needs.**"
AFG,FRA,42,"France frames Afghanistan in migration debates with a balance tilted towards risk framing, highlighting the sacrifices made and current threats, while also emphasizing humanitarian obligations and the need for practical integration measures. Dominant frame: Risk and Solidarity."
AFG,ISL,45,"ISL parliament primarily frames Afghanistan in terms of conflict and displacement, emphasizing humanitarian concerns and the flow of refugees. There is little balance with solidarity or administrative framing, and no clear policy-remedy discussion beyond noting the increase in numbers due to conflict.

**Dominant frame:** Risk-framed focus on conflict and displacement from Afghanistan."
AFG,GRC,153,"GRC frames Afghanistan as a source of humanitarian crises and refugees, emphasizing the need for solidarity and acknowledging the role of Western policies in creating these conditions. However, there is also a risk framing, particularly regarding the potential influx of refugees and the challenges this poses. The dominant frame balances humanitarian concerns with security and administrative burdens.

**Summary:** GRC frames Afghanistan through a mix of humanitarian solidarity and security/administrative risks, with a focus on the impact of Western policies."
AFG,HRV,100,"HRV frames AFG migrants through a predominantly risk-framing lens, emphasizing security threats and the failures of NATO and other entities in creating instability. There is little solidarity or administrative focus, and policy remedies often involve criticism of external actors rather than proposing solutions. 

**Dominant frame:** Risk-framing of Afghan migrants as security threats due to past NATO involvement."
AFG,BGR,80,"BGR frames Afghanistan primarily through a risk-framing lens, emphasizing threats, security concerns, and humanitarian issues, while also discussing administrative agreements and procedures. The parliament highlights the civil war, human rights, and potential re-entry of terrorist organizations. There is less emphasis on solidarity or policy remedies beyond discussions of agreements and mechanisms.

Dominant frame: Risk-framing with security and humanitarian concerns."
AFG,LVA,6,"LVA frames its discussions on Afghanistan primarily through an administrative and policy-remedy lens, emphasizing agreements and long-term engagement while also acknowledging humanitarian concerns and past experiences with Afghan refugees. The dominant frame is **administrative and cooperative**, highlighting procedural agreements and future engagement."
AFG,SVN,92,"The parliament frames Afghanistan primarily through a risk framing lens, emphasizing conflict, violence, and humanitarian crises. There is less emphasis on solidarity or administrative procedures, and no clear policy-remedy framing beyond mentioning conflicts. 

**Dominant Frame:** Risk-framed focus on Afghanistan’s instability and humanitarian crisis."
AFG,BEL,344,"Belgian parliament frames Afghanistan in migration debates with a strong risk framing, emphasizing security threats and potential dangers for asylum seekers, while suggesting restrictions and returns. Solidarity and administrative details are minimal.

Dominant frame: Risk and restriction-focused."
AFG,SWE,449,"Sweden frames Afghanistan as a complex situation, emphasizing humanitarian concerns and the need for careful case-by-case assessment, while also highlighting an existing readmission agreement. The parliament balances risk and solidarity framings, with a focus on administrative procedures and individual circumstances. Dominant frame: **Balanced approach with humanitarian and administrative considerations.**"
AFG,NOR,529,"NORway frequently frames Afghanistan as unsafe but also expresses humanitarian concerns and obligations, particularly regarding the return of Norwegians. Administrative procedures and legal compliance are emphasized, with calls for assessments and expert committees. The dominant frame balances risk and solidarity, advocating both caution and support.

Risk framing: 40%
Solidarity framing: 40%
Administrative framing: 20%
Policy-remedy framing: 20%"
BLR,CZE,15,"Czech parliament frames Belarus as a source of security threats and organized crime, emphasizing administrative measures and restrictions, while hinting at humanitarian concerns for Czech citizens. Dominant frame: Administrative and security-focused with some humanitarian considerations."
BLR,FIN,41,"Finland frames Belarus primarily through a risk and threat lens, emphasizing hybrid influence, political manipulation, and the potential danger to migrants. Solidarity and administrative details are minimal. The dominant frame is risk-framing."
BLR,EST,101,"EST frames Belarus as a threat using migration as a tool for hybrid warfare, emphasizing security risks and illegal border crossings while downplaying humanitarian concerns and solidarity. Administrative measures and border defense are prioritized over cooperative solutions.

**Dominant frame:** Risk-framing and security concerns dominate, with a focus on border defense and hybrid threats."
BLR,ITA,11,"The Italian parliament frames Belarus as a source of migration threats, emphasizing security and European border issues, while also mentioning humanitarian efforts and EU cooperation. Dominant frame: Risk and Security Framing."
BLR,ESP,8,"ESP frames Belarus in migration debates with a balance tilted towards risk framing, highlighting threats and security concerns (e.g., irregular migration, deaths at sea), while also showing solidarity with other EU countries facing migration pressures. Administrative issues, like data and procedures, are mentioned, but less frequently. The dominant frame is risk and security, with some emphasis on solidarity.

**Risk and security framing dominates.**"
BLR,GRC,10,"GRC frames Belarusian migration as a security threat and a burden, emphasizing the need for international cooperation and rethinking agreements. There is little mention of humanitarian or solidarity frames, and the focus is on the negative impacts and potential for harsher policies.

**Dominant frame:** Risk and burden framing with emphasis on security threats and international cooperation challenges."
BLR,UKR,48,"UKR frames Belarus primarily through a risk and security lens, emphasizing human rights violations, border security, and potential hybrid attacks. There is little mention of humanitarian concerns or cooperative policies. The dominant frame is risk-framing."
BLR,FRA,21,"The German parliament frames Belarus as a source of migration crises, emphasizing security risks and human suffering, while also highlighting solidarity and the need for a firm response through diplomacy and sanctions. Risk framing dominates with elements of solidarity and administrative action.

Dominant frame: **Risk framing with elements of solidarity and administrative action.**"
BLR,SWE,61,"Sweden frames Belarus as a source of human suffering due to its oppressive regime, emphasizing the humanitarian crisis and the need for solidarity, while also highlighting the security risks posed by repeated pushbacks and the breakdown of EU asylum systems. The focus is on the plight of individuals fleeing persecution.

**Dominant frame:** Risk framing with strong elements of solidarity and administrative concerns."
BLR,POL,348,"POL frames Belarus as a threat, emphasizing security risks and potential human rights abuses, while advocating for stricter policies and cooperation with Frontex. The dominant frame is risk-framing, highlighting threats and security concerns."
BLR,BEL,53,"Belgian parliament frames Belarus as a source of security threats and human rights abuses, emphasizing the dehumanization of migrants and the deliberate use of migrants as weapons by the regime. There is little mention of solidarity or administrative procedures, focusing instead on the need for restrictions and action against Belarus. 

**Dominant frame:** Risk and threat framing."
BLR,LVA,98,"LVA frames Belarus primarily through a risk and humanitarian lens, emphasizing the dramatic situation and the plight of refugees, while also discussing administrative measures like restrictions. The dominant frame is a balance between humanitarian concern and security measures."
BLR,NOR,31,"NORway frames Belarus migration debates through a balance of risk (complex border situation, threat to Europe) and administrative (procedural relief, agreements) framings, with a slight tilt towards risk. The parliament emphasizes the need for restrictive policies rather than cooperative solutions.

**Dominant frame summary:** NORway focuses on risk and administration, advocating for restrictive policies."
BLR,AUT,12,"AUT frames Belarus as a source of significant migratory pressure, emphasizing security threats and the need for firm action and sanctions. There is little mention of humanitarian concerns or solidarity. The focus is on Poland’s role in defending Europe and the need for clear European response.

**Dominant frame:** Risk framing with emphasis on security and pressure from Belarus."
BLR,PRT,14,"PRT frames Belarus primarily through a risk and threat lens, emphasizing human rights abuses, political manipulation, and the destabilization of EU borders. Solidarity and administrative concerns are minimal. The dominant frame is risk-framing."
BLR,TUR,10,"Turkish parliament frames Belarus as a source of humanitarian crises and security concerns, emphasizing the need for international cooperation to address the refugee influx. Risk and solidarity frames dominate, with less emphasis on administrative or policy remedies.

Dominant frame: **Risk and solidarity framing, highlighting humanitarian concerns and the need for international cooperation.**"
BLR,NLD,61,"NLD frames Belarus primarily through a risk and security lens, emphasizing geopolitical concerns and blaming Belarus for the migrant crisis. Solidarity and administrative aspects are minimal, while policy remedies focus on sanctions rather than cooperation or humanitarian aid. 

**Dominant frame:** Risk and Security."
