target,source,n_mentions,framing_summary
AFG,CZE,103,"Czech parliamentarians discuss Afghanistan primarily through an administrative and policy-remedy lens, focusing on agreements for return procedures and military cooperation. They also touch on humanitarian concerns related to Afghan refugees but frame these within broader security and procedural contexts. Dominant frame: Administrative and policy-remedy with some humanitarian elements."
AFG,PRT,15,"PRT frames Afghanistan in migration debates with a balance of humanitarian concerns and security threats. They emphasize the need for humanitarian aid while also criticizing the influx of migrants as a security issue. Solidarity is shown through examples of Portuguese support for refugees, but this is overshadowed by security concerns. Dominant frame: **Balanced but leaning towards security and threat framing.**"
AFG,FRA,42,"France frames Afghanistan in migration debates with a balance tilted towards risk framing, highlighting the sacrifices made and current instability, while also emphasizing humanitarian obligations and the need for practical integration measures. Dominant frame: Risk and Solidarity."
AFG,BGR,80,"BGR frames Afghanistan primarily through a risk-framing lens, emphasizing threats, security concerns, and humanitarian issues, while also discussing administrative agreements and procedures. The parliament highlights the civil war, human rights, and potential re-entry of terrorist organizations. There is less emphasis on solidarity or policy remedies beyond discussions of agreements and mechanisms.

Dominant frame: Risk-framing with security and humanitarian concerns."
AFG,HRV,100,"HRV frames AFG migrants as a threat due to perceived instability and conflict, emphasizing NATO’s role in creating insecurity. There is little solidarity or humanitarian framing; instead, the focus is on the burden and danger migrants pose. Administrative and policy remedies are not discussed, with a strong emphasis on criticizing external actors. The dominant frame is **risk framing, highlighting security and burden concerns**."
AFG,EST,34,"ESTONIA frames Afghanistan in migration debates by balancing humanitarian concerns (e.g., school assignments for Afghan children) with administrative efforts (e.g., bringing people out of Afghanistan) and calls for international cooperation. The dominant frame emphasizes both solidarity and practical solutions.

**Summary:** Estonia’s framing balances humanitarian and administrative approaches while advocating for international cooperation in addressing the Afghan migration crisis."
AFG,ITA,64,"ITA frames Afghanistan primarily through a risk and solidarity lens, emphasizing both the humanitarian crisis and the potential security threats. Administrative measures are taken to address the influx of refugees, while policy remedies focus on providing support and protection. Dominant frame: Risk and Solidarity with Administrative Measures."
AFG,LVA,6,"LVA frames its discussions on Afghanistan primarily through an administrative and policy-remedy lens, emphasizing agreements and long-term engagement while also acknowledging humanitarian concerns and past experiences with Afghan refugees. The dominant frame is **administrative and cooperative**, focusing on agreements and future engagement rather than immediate restrictions or burdens."
AFG,FIN,201,"Finland emphasizes cooperation and humanitarian aid while expressing concern over financial constraints and the increasing refugee crisis. Administrative and policy remedies focus on maintaining networks and providing support, but there are reservations about increasing quotas. Dominant frame: **Administrative and solidarity framings balanced with financial and logistical concerns.**"
AFG,NLD,317,"The NLD frames Afghanistan primarily through a humanitarian lens, emphasizing individual protection and the need for evacuation, while also discussing administrative procedures for asylum testing. There is less focus on security or burden. Dominant frame: Humanitarian and administrative focus with some security considerations."
AFG,SRB,31,"The Serbian parliament frames Afghanistan as a source of threats and conflict, emphasizing the risks and burdens of migration while downplaying humanitarian concerns. They discuss Afghanistan alongside other conflict zones like Syria and Iraq, framing the influx of migrants as part of a broader crisis. 

**Dominant frame:** Risk and threat framing."
AFG,SWE,449,"Sweden frames Afghanistan as a complex situation, emphasizing humanitarian concerns and the need for careful case-by-case assessment, while also highlighting an existing readmission agreement. The parliament balances risk and solidarity framings, with a focus on administrative procedures and policy remedies. 

**Dominant frame:** Sweden adopts a nuanced approach, balancing humanitarian concerns with administrative procedures and readmission agreements."
AFG,SVN,92,"The parliament frames Afghanistan primarily through a risk framing lens, emphasizing conflict, violence, and humanitarian crises. There is less emphasis on solidarity or administrative procedures, focusing instead on the dangers posed by migration from Afghanistan. 

**Dominant frame:** Risk-framed focus on conflict and humanitarian crisis in Afghanistan."
AFG,GRC,153,"GRC frames Afghanistan as a source of humanitarian crises and refugees, emphasizing the need for solidarity and acknowledging the role of Western policies in creating these conditions. However, there is also a risk framing, particularly regarding the potential influx of refugees and the instability in Afghanistan. The dominant frame balances humanitarian concerns with security and administrative challenges.

**Summary:** GRC frames Afghanistan through a mix of humanitarian solidarity and security/risk concerns, with a focus on the impact of Western policies."
AFG,ISL,45,"ISL parliament primarily frames Afghanistan in terms of conflict and displacement, emphasizing humanitarian concerns and the influx of refugees due to war. There is little balance with solidarity or administrative framing, and no clear policy-remedy discussion beyond noting the increase in numbers.

**Dominant frame:** Risk-framing through conflict and displacement."
AFG,HUN,74,"Hungary frames Afghanistan as a source of potential mass migration, emphasizing humanitarian concerns and the need for international cooperation. It highlights the risk of future waves of migrants and the administrative burden, while also advocating for solidarity and partnership. Dominant frame: Risk and Solidarity Balancing Act."
AFG,ESP,29,"España emphasizes humanitarian commitment and solidarity, particularly through evacuation operations and resettlement programs, while also highlighting its administrative capacity and role in international aid. Risk framing is minimal. Dominant frame: Solidarity and humanitarian action."
AFG,TUR,96,"Turkish parliament frames Afghanistan migration with a balance of risk (security concerns, past conflicts) and solidarity (brotherhood, humanitarian obligation), while emphasizing administrative challenges (asylum seekers, refugee influx). Policy remedies focus on managing migration flows and cooperation.

Dominant frame: Risk and Solidarity Balancing with Administrative and Policy Concerns."
AFG,BEL,344,"Belgian parliament frames Afghanistan in migration debates with a strong risk framing, emphasizing security threats and potential dangers for asylum seekers, while suggesting restrictions and returns. Solidarity and administrative details are minimal.

Dominant frame: Risk and restriction-focused."
AFG,AUT,202,"AUT frames Afghanistan as a source of refugees due to crises and violence, emphasizing administrative procedures like rejection rates and agreements, while acknowledging humanitarian aspects but focusing more on security and administrative measures. Dominant frame: Administrative and Security Focus."
AFG,BIH,9,"BIH frames Afghanistan primarily through a risk and administrative lens, focusing on the numbers and types of migrants coming from Afghanistan and the need for increased border security measures. Solidarity and policy remedies are minimally addressed.

**Dominant frame:** Risk and administrative framing."
AFG,POL,41,"POL frames the Afghan migration debate with a balance tilted towards risk framing, highlighting security concerns and procedural difficulties, while also showing solidarity by discussing humanitarian obligations. Administrative challenges are acknowledged but not overly emphasized. Policy remedies focus on developing plans for reception. Dominant frame: Risk and Solidarity Balancing Act."
AFG,NOR,529,"Norway frames Afghanistan in migration debates with a balance of risk (concerns about safety) and administrative (legislation, practices) framings, while also showing solidarity (taking those who helped Norwegian forces). The dominant frame is **administrative and risk-focused**, emphasizing legal and safety concerns over humanitarian obligations."
BLR,PRT,14,"PRT frames Belarus primarily through a risk and threat lens, emphasizing human rights abuses, political manipulation, and the destabilization of EU borders. There is little mention of solidarity or administrative procedures. The dominant frame is risk-framing."
BLR,FIN,41,"Finland frames Belarus primarily through a risk and threat lens, emphasizing hybrid influence, political manipulation, and the potential for putting migrants at risk. There is little mention of solidarity or administrative procedures. The dominant frame is risk-framing."
BLR,UKR,48,"UKR frames Belarus primarily through a risk and security lens, emphasizing human rights violations, border threats, and the need for joint military preparedness. Solidarity and humanitarian concerns are minimal, while administrative and policy remedies focus on border control and mutual protection mechanisms. 

Dominant frame: Risk and Security."
BLR,ESP,8,"ESP frames Belarus in migration debates with a balance tilted towards risk framing, highlighting threats and security concerns (e.g., irregular migration, deaths at sea), while also emphasizing solidarity with other EU countries facing similar issues. Administrative and policy-remedy framings are present but secondary. The dominant frame is **risk and security**, with an emphasis on managing migration pressures from Belarus."
BLR,EST,101,"EST frames Belarus as a threat using migration as a tool for hybrid warfare, emphasizing security risks and illegal border crossings while downplaying humanitarian concerns and solidarity. Administrative measures and border defense are prioritized over cooperation. Dominant frame: Risk-framing and security emphasis."
BLR,SWE,61,"SWE frames Belarus as a source of human rights abuses and political oppression, emphasizing the humanitarian plight of refugees and the need for international solidarity. There is less focus on administrative procedures or policy remedies. The dominant frame is **risk framing with a strong humanitarian emphasis**."
BLR,FRA,21,"The German parliament frames Belarus as a source of migration crises, emphasizing security risks and human suffering, while also highlighting solidarity and the need for a firm response through diplomacy and sanctions. Risk framing dominates with elements of solidarity and administrative action.

Dominant frame: **Risk framing with elements of solidarity and administrative action.**"
BLR,LVA,98,"LVA frames Belarus primarily through a risk and humanitarian lens, emphasizing the dramatic situation and the plight of refugees, while also discussing administrative measures like restrictions. The dominant frame is a balance between humanitarian concern and security measures."
BLR,POL,348,"POL frames Belarus as a threat, emphasizing security risks and potential human rights abuses, while advocating for stricter policies and cooperation with Frontex. The dominant frame is risk framing, with significant emphasis on security and threat."
BLR,AUT,12,"AUT frames Belarus as a source of significant migratory pressure, emphasizing security threats and the need for firm action and sanctions. There is little mention of humanitarian concerns or solidarity. The focus is on Poland’s role in defending Europe and the need for EU-wide cooperation. Dominant frame: Risk and Security Framing."
BLR,NOR,31,"NORway frames Belarus as a complex and threatening border issue, emphasizing security risks and the need for restrictive measures like limiting asylum rights, while also acknowledging EU cooperation and procedural adjustments. Dominant frame: Risk and Security Framing."
BLR,BEL,53,"Belgian parliament frames Belarus as a source of illegal migration and a tool for destabilizing Europe, emphasizing security threats and humanitarian crises. They highlight the dehumanization of migrants and criticize the EU’s response. Dominant frame: Risk and threat framing."
BLR,GRC,10,"GRC frames Belarusian migration as a security threat and a burden, emphasizing the need for international cooperation and rethinking agreements. There is little mention of humanitarian obligations or solidarity. The dominant frame is risk-framing, highlighting the security and procedural issues related to migration from Belarus.

Risk-framing dominates GRC's discourse on Belarusian migration."
BLR,CZE,15,"Czech parliament frames Belarus as a source of security threats and organized crime, emphasizing administrative measures and restrictions. They highlight the need for cooperation across ministries and express concern over potential hybrid warfare. Dominant frame: Risk and Security Framing."
BLR,ITA,11,"The Italian parliament frames Belarus as a source of migration threats, emphasizing security concerns and the need for organized returns. There is less focus on humanitarian obligations or administrative procedures, and no clear policy remedy beyond security measures. Dominant frame: **Risk framing with a focus on security and threat.**"
BLR,NLD,61,"NLD frames Belarus primarily through a risk and security lens, emphasizing geopolitical concerns and blaming Belarus for the problem. There is little mention of humanitarian obligations or cooperative policies. The dominant frame is risk-framing."
BLR,TUR,10,"Turkish parliament frames Belarus as a source of humanitarian crises and security concerns, emphasizing the need for international cooperation to address the refugee influx. The focus is on the threat posed by refugees and the necessity of joint efforts to manage the situation.

**Dominant frame:** Risk and security framing with an emphasis on international cooperation."
