country,year,target_iso3,entity_content,policy_agency_type,migrant_cohort,policy_measure,sentiment_polarity,scheme,scheme_warrant,evidence_span,confidence
NLD,2017,TUR,Turkey,exchange_cooperation,refugees,general_policy,negative,argument_from_analogy,like agreements are needed,like agreements are needed to provide reception for political refugees,0.9
NLD,2018,ALB,Albania,exchange_cooperation,general_migration,general_policy,negative,argument_ad_hominem,the objectives in the coalition agreement will not be achieved,but then we will not achieve the objectives we set out in the coalition agreement,0.9
NLD,2019,MAR,Morocco,exchange_cooperation,general_migration,general_policy,negative,argument_ad_hominem,those who come from Morocco and pretend to be Algerian are dishonest,"of course , is that foreigners themselves realize",0.8
NLD,2019,MLT,Malta,exchange_cooperation,refugees,returns_deportation,positive,argument_from_authority,a number of Member States of the European Union have drawn up a joint declaration of intent,"it is so good that a number of Member States of the European Union , Germany , France , Italy , Malta and Finland , have drawn up a joint declaration of intent",0.8
NLD,2022,PAK,Pakistan,exchange_cooperation,general_migration,general_policy,neutral,no_clear_scheme,"",The possibilities for leaving Pakistan are limited,0.8
ISL,2017,DNK,Denmark,coercion_intervention_to,general_migration,general_policy,neutral,argument_from_analogy,Denmark has limited academic leave to a certain type of study,as has been the case in Denmark,0.9
ISL,2021,DNK,Denmark,coercion_intervention_to,general_migration,allocation_of_resources,negative,argument_from_sign,the cost to hospices is a sign of the overall cost,"the cost to any hospice in Denmark who has been rejected, i.e. Denial, 6 million K. every year",0.9
ISL,2021,GRC,Greece,coercion_intervention_to,refugees,allocation_of_resources,negative,argument_from_cause_to_effect,it is better to help people than to let them live in a dump,"it will cost money, inevitably, but it is much better to use that money to help people",0.9
ISL,2022,UKR,Ukraine,coercion_intervention_to,refugees,general_policy,neutral,argument_from_authority,the highest Social and workforce minister is an authority on immigration policies,the highest Social and workforce minister where he holds out,0.9
ISL,2022,UKR,Ukraine,coercion_intervention_to,refugees,integration,negative,argument_from_cause_to_effect,an ever-increasing number of refugees will affect our system,ever-increasing number of refugees,0.9
ISL,2022,DNK,Denmark,coercion_intervention_to,refugees,national_security,neutral,argument_ad_hominem,those who come to the country are not in a position to sell people's expectations for a better life elsewhere and to risk their lives,and to risk their lives after taking even the entire estate or sometimes more than the requirement for the individual to become a slave to pay,0.9
BIH,2018,HRV,Croatia,neutral_reporting,general_migration,border_control,neutral,argument_from_sign,the number of migrants crossing borders indicates a broader trend or issue,"most of the crossings have been recorded at the border with Serbia , with Montenegro , and lately , of course , with Croatia",0.8
BIH,2020,BGD,Bangladesh,neutral_reporting,refugees,general_policy,neutral,argument_from_sign,"the presence of 6,000 migrants indicates a need for charging certain countries","we currently have about 6,000 of these persons in BiH",0.8
BIH,2020,BGD,Bangladesh,neutral_reporting,general_migration,general_policy,neutral,no_clear_scheme,"","",1.0
BIH,2021,SVN,Slovenia,neutral_reporting,general_migration,border_control,negative,argument_from_sign,long waiting times at borders indicate broader issues,how many hours we have to wait,0.8
BIH,2021,MNE,Montenegro,neutral_reporting,general_migration,border_control,neutral,argument_from_sign,the existence of different freedoms indicates a broader condition,"The only freedom that exists at this time is for our neighbouring countries Croatia , Montenegro and Serbia , while other countries still need a PCR test .",0.8
BIH,2022,UKR,Ukraine,neutral_reporting,refugees,general_policy,positive,argument_from_authority,the speaker's past experience as chairman of the BiH Council of Ministers,"We referred material, financial and humanitarian assistance to all parts of the world wherever there was a major natural disaster",0.8
PRT,2017,SYR,Syria,neutral_reporting,general_migration,returns_deportation,negative,argument_ad_hominem,the speaker believes those who support Daesh should lose their nationality,Do n't you think he should lose Portuguese nationality?,0.9
PRT,2019,ZAF,South Africa,neutral_reporting,general_migration,visas_mobility,neutral,argument_from_authority,our criterion was that of jus sanguinis,"that is , the son of a Portuguese is Portuguese",0.8
PRT,2021,DEU,Germany,neutral_reporting,general_migration,allocation_of_resources,negative,argument_from_analogy,immigration patterns in the past reflect current needs,"the fundamental immigration of the 50s , 60s and 70s , to France and to Germany , comes from the North",0.8
PRT,2022,MAR,Morocco,neutral_reporting,general_migration,national_security,negative,argument_from_sign,mysterious disappearance of migrants is a sign of something more,to enter Portugal and disappear mysteriously,0.8
PRT,2022,RUS,Russia,neutral_reporting,general_migration,visas_mobility,negative,argument_from_authority,we know who buys them and why,we know who buys them and why,0.8
PRT,2022,LUX,Luxembourg,neutral_reporting,refugees,general_policy,neutral,argument_from_analogy,local elections in Portugal have similar implications to those in other countries,"with regard to the Portuguese who lived , lived , studied or worked in States such as France , Germany or Luxembourg",0.8
UKR,2017,PRI,Puerto Rico,coercion_intervention_to,general_migration,integration,negative,argument_ad_hominem,"I'm not talking about Jarezko, who is now in the government of Puerto Rico","I'm not talking about Jarezko, who is now in the government of Puerto Rico",0.8
UKR,2019,IND,India,coercion_intervention_to,economic_migrants,general_policy,negative,argument_from_sign,Ukraine's ranking is a sign of migration issues,"Ukraine is seventh in number after countries such as China , Mexico , Russia , Pakistan , India .",0.8
UKR,2021,RUS,Russia,coercion_intervention_to,general_migration,border_control,negative,argument_from_authority,occupying authorities have overturned the KPC,Now that the occupying authorities have overturned the KPC,0.8
UKR,2021,BLR,Belarus,coercion_intervention_to,general_migration,national_security,neutral,argument_from_cause_to_effect,we need to protect the border due to the risks,we have more than a thousand kilometers of border that needs to be protected,0.9
UKR,2021,BLR,Belarus,coercion_intervention_to,general_migration,national_security,neutral,argument_from_practical_reasoning,to ensure readiness in case of a hybrid attack,the army will be ready to do its part if the threat rises,0.9
UKR,2022,POL,Poland,coercion_intervention_to,general_migration,border_control,neutral,argument_from_definition,the definition of legal period is clear and specific,is 18 months from the date of entry,0.7
BEL,2017,HUN,Hungary,coercion_intervention_to,asylum_seekers,returns_deportation,neutral,argument_from_sign,a rising number of forced returns is a sign of a broader issue,"Forced return to Afghanistan in 2017 from January to August : UK 54 , Austria 68 , Hungary 1 , Czech Republic 0 , Germany 106 , Sweden 73 , Luxembourg 0 , Finland 44 , The Netherlands 55 , France 6 and Belgium 23 .",0.9
BEL,2020,LBY,Libya,coercion_intervention_to,asylum_seekers,international_law,neutral,argument_from_authority,Operation IRINI and Operation Sophia are legitimate enforcement efforts,"Operation IRINI, which was launched last April and will have to succeed Operation Sophia",0.8
BEL,2021,ESP,Spain,coercion_intervention_to,general_migration,asylum_procedure,positive,argument_from_practical_reasoning,we want to develop all the procedures technically well,we want to develop all the procedures technically well,0.9
BEL,2021,GRC,Greece,coercion_intervention_to,refugees,allocation_of_resources,neutral,argument_from_authority,funds given to Greece since 2015,the correct standards in return for the funds that have been given to them since 2015,0.8
BEL,2021,BLR,Belarus,coercion_intervention_to,general_migration,border_control,negative,argument_ad_hominem,the government members' actions are seen as rewarding illegal immigration,those who cross the European border illegally and even by force through Belarus will be rewarded with a permanent stay,0.9
BEL,2022,SEN,Senegal,coercion_intervention_to,general_migration,allocation_of_resources,neutral,argument_from_practical_reasoning,to address the root causes of migration,additional development aid from Belgium is given to Senegal,0.8
SVN,2016,CUB,Cuba,learning_emulation_from,general_migration,returns_deportation,neutral,argument_from_analogy,how the United States behaves or how the United States solves this problem,how the United States behaves or how the United States solves this problem,0.9
SVN,2017,HRV,Croatia,learning_emulation_from,general_migration,general_policy,neutral,argument_from_authority,neighbouring countries can provide guidance or precedent,much depends on how we work with neighbouring Croatia,0.8
SVN,2018,XKX,Kosovo,learning_emulation_from,economic_migrants,general_policy,negative,argument_from_analogy,there have been a lot of Slovenians of economic migrants or even officially sent all the republics of the former Yugoslavia to Kosovo,there have been a lot of Slovenians of economic migrants or even officially sent all the republics of the former Yugoslavia to Kosovo,0.9
SVN,2019,HRV,Croatia,learning_emulation_from,general_migration,border_control,negative,argument_from_cause_to_effect,all who come from Croatia will have to return to us strictly,all who come from Croatia will have to return to us strictly,0.8
SVN,2019,MYS,Malaysia,learning_emulation_from,general_migration,general_policy,neutral,argument_from_authority,Qataris and workers from India and Malaysia,"for example , one of the Arab countries , I can say Qatar , which has half a million inhabitants , the Qataris , and a million 700 people working for them : India , Malaysia , from all other countries",0.8
SVN,2022,IRQ,Iraq,learning_emulation_from,refugees,national_security,neutral,argument_from_analogy,the historical patterns of migration can inform current policies,"Lebanon 1958 , Cambodia 1967 , Vietnam 1965 , Grenada 1983 , Libya 1986 , Panama 1989 , Iraq for the first time in 1990 , Somalia 1992 , Haiti 1994 , Yugoslavia 1999 , Afghanistan 2001 , Yemen for the first time in 2002 , second time Iraq 2003 , Somalia for the second time in 2007 , Pakistan 2004 , Uganda 2011 , Libya for the second time 2011 , Syria 2014 and so on",0.9
BEL,2017,NLD,Netherlands,learning_emulation_from,asylum_seekers,general_policy,neutral,argument_from_analogy,acting as in the Netherlands would be beneficial,where asylum seekers from countries at risk are immediately informed about the policy of persecution in this area,0.9
BEL,2020,BGD,Bangladesh,learning_emulation_from,general_migration,general_policy,positive,argument_from_authority,your party has a resolution,your party has a resolution,0.8
BEL,2021,BDI,Burundi,learning_emulation_from,general_migration,border_control,negative,argument_from_analogy,the same scenario occurred in other countries,The same scenario occurred in other countries,0.9
BEL,2021,BLR,Belarus,learning_emulation_from,general_migration,general_policy,negative,argument_from_cause_to_effect,as a result of the situation in Belarus,as a result of the situation in Belarus,0.9
BEL,2021,AFG,Afghanistan,learning_emulation_from,general_migration,returns_deportation,neutral,no_clear_scheme,"","",1.0
BEL,2022,TUR,Turkey,learning_emulation_from,general_migration,visas_mobility,negative,argument_from_sign,longer and more dangerous routes indicate a broader issue,the route that is taken from Turkey towards Italy is of course longer and more dangerous,0.8
SVN,2016,AFG,Afghanistan,coercion_intervention_to,general_migration,national_security,negative,argument_from_cause_to_effect,young boys abandon the Afghan security forces due to threats and persecution,"they are young boys, members of the Afghan security forces who abandon these forces because of the threats of the Taliban to avenge their families and therefore desert them",0.9
SVN,2016,HUN,Hungary,coercion_intervention_to,general_migration,border_control,neutral,argument_from_authority,"Hungary has huge police, military and other forces involved","Hungary has huge police, military and other forces involved",0.8
SVN,2017,HUN,Hungary,coercion_intervention_to,general_migration,border_control,negative,argument_from_cause_to_effect,neglecting migrants' needs leads to crowds crossing borders,this has been deliberately neglected and the crowds of migrants have been encouraged to cross,0.9
SVN,2018,HRV,Republic of Croatia,coercion_intervention_to,general_migration,international_law,neutral,argument_from_authority,the Dublin Regulation should apply in the event of massive migratory pressure,the Dublin Regulation should also apply in the event of massive migratory pressure,0.9
SVN,2018,HUN,Hungary,coercion_intervention_to,asylum_seekers,national_security,negative,argument_from_practical_reasoning,"to achieve protection of the border and deter asylum seekers, Slovenia must prepare early and implement similar measures as Hungary",If Slovenia were to start preparing early enough if nothing other than the same measures as Hungary had taken,0.9
SVN,2021,GRC,Greece,coercion_intervention_to,refugees,asylum_procedure,neutral,argument_from_analogy,it has already happened in 2009 - 2010,when it comes to major migratory pressures in Greece,0.8
FIN,2016,TUR,Turkey,exchange_cooperation,asylum_seekers,border_control,negative,argument_from_sign,closed borders towards Syria indicates a broader condition,"Turkey has, as it were, closed its borders towards Syria",0.8
FIN,2018,IRQ,Iraq,exchange_cooperation,general_migration,returns_deportation,positive,argument_from_practical_reasoning,reopening the embassy will help in various ways,Reopening the embassy in Baghdad will improve the chances of monitoring the situation in Iraq,0.9
FIN,2018,IRQ,Iraq,exchange_cooperation,general_migration,returns_deportation,positive,argument_from_practical_reasoning,developing bilateral relations and returning those with negative asylum decisions are goals,This will contribute most effectively to the development of bilateral relations,0.9
FIN,2019,IRQ,Iraq,exchange_cooperation,general_migration,national_security,positive,argument_from_practical_reasoning,Finland should contribute to normalising the security situation in Iraq to improve the overall stability.,We consider it important that Finland contribute to the normalisation of the security situation in Iraq,0.8
FIN,2019,IRQ,Iraq,exchange_cooperation,asylum_seekers,integration,neutral,argument_from_practical_reasoning,it is essential that it is part of the development of bilateral cooperation,it is essential that it is part of the development of bilateral cooperation,0.8
FIN,2021,IRQ,Iraq,exchange_cooperation,general_migration,national_security,negative,argument_from_authority,it is a criminal activity,I believe that it is also in their way that they are violating the law in it and that it is therefore a criminal activity,0.8
SRB,2018,BIH,Bosnia and Herzegovina,exchange_cooperation,general_migration,general_policy,negative,no_clear_scheme,"","",0.7
SRB,2019,USA,United States,exchange_cooperation,general_migration,national_security,positive,argument_from_authority,constant communication with Europol and Interpol,such as constant communication with Europol and Interpol,0.8
SRB,2021,HUN,Hungary,exchange_cooperation,general_migration,general_policy,positive,no_clear_scheme,"","",0.8
SRB,2021,MKD,North Macedonia,exchange_cooperation,general_migration,national_security,positive,argument_from_cause_to_effect,small Schengen accelerates the flow between countries,since we have a small Schengen that has accelerated the flow between Serbia and northern Macedonia,0.9
SRB,2021,MKD,North Macedonia,exchange_cooperation,general_migration,national_security,positive,argument_from_authority,an agreement with North Macedonia is important,which concerns a common fight against migrant smuggling,0.8
SRB,2021,NOR,Norway,exchange_cooperation,general_migration,general_policy,positive,argument_from_authority,Norway's donation is a valid reference point,Norway has donated five million euros to us,0.8
ISL,2020,LBY,Libya,neutral_reporting,refugees,general_policy,negative,argument_from_authority,the situation in Libya is quite frightening and terrible,the situation in Libya is quite frightening and terrible,0.8
ISL,2021,SWE,Sweden,neutral_reporting,general_migration,general_policy,negative,argument_ad_hominem,those who do that have bad motives,why would the Norwegian do that and Sweden,0.9
ISL,2022,GRC,Greece,neutral_reporting,economic_migrants,integration,negative,argument_from_sign,high unemployment is a sign of broader economic issues,there is a 40 % unemployment in young people in Greece,0.9
ISL,2022,UKR,Ukraine,neutral_reporting,refugees,allocation_of_resources,negative,argument_from_sign,lifting limits leads to war and mass migration,"Since the limits have been lifted, war has broken out in Ukraine, and millions are fleeing from both Ukraine and Russia.",0.9
ISL,2022,GBR,United Kingdom,neutral_reporting,refugees,allocation_of_resources,negative,argument_from_sign,refugees' demographics indicate broader trends,"but in Britain , where refugees who have even been sheltered flee from France because they believe that it is better to do so , the vast majority of young men are far greater .",0.8
ISL,2022,FIN,Finland,neutral_reporting,refugees,general_policy,negative,argument_ad_hominem,the EU is not protecting migrants,"The European Union , unfortunately , has nothing to do with protection .",0.8
SRB,2018,MKD,North Macedonia,competition,students,allocation_of_resources,positive,argument_from_practical_reasoning,to achieve that these people are our ambassadors to the countries tomorrow,so that these people are our ambassadors to the countries tomorrow,0.9
SRB,2019,MNE,Montenegro,competition,general_migration,integration,negative,argument_from_sign,terror over Serbs in Montenegro has grown bigger is a sign of,"In the past ten years , terror over Serbs in Montenegro has grown bigger .",0.8
SRB,2019,MNE,Montenegro,competition,general_migration,integration,positive,argument_from_practical_reasoning,to allow our countrymen to exercise their right faster,to allow our countrymen from both Montenegro and Republika Srpska to exercise their right faster,0.9
SRB,2019,SVN,Slovenia,competition,general_migration,general_policy,neutral,no_clear_scheme,"","I ask in this cooperation to ask whether these programmes are broadcast in Luxembourg and Slovenia – N1 , Nova S , then re-emissioned in Serbia , which is allowed .",1.0
SRB,2019,USA,United States,competition,general_migration,national_security,negative,argument_from_authority,the US Embassy is a legitimate source,part of the US Embassy,0.8
SRB,2021,SYR,Syria,competition,refugees,returns_deportation,neutral,argument_from_authority,the decision of the German authorities is authoritative,it is the decision of the German authorities,0.9
HRV,2017,DEU,Germany,competition,refugees,general_policy,negative,argument_from_analogy,"in 2000, in Germany, there was, i.e. 5,000 refugees came to Germany from Afghanistan","in 2000, in Germany, there was, i.e. 5,000 refugees came to Germany from Afghanistan",0.9
HRV,2020,GRC,Greece,competition,general_migration,border_control,positive,argument_from_analogy,Greece currently has 8 % of the traffic since last year and Croatia in the 7th month. about 60 and some percent and at the level of the whole year,Croatia in the 7th month . about 60 and some percent and at the level of the whole year,0.9
HRV,2020,DEU,Germany,competition,general_migration,general_policy,negative,argument_from_analogy,the conditions in the past were similar to the current situation,"they came to the best paid, or to the most attractive jobs",0.9
HRV,2022,UKR,Ukraine,competition,general_migration,integration,negative,argument_from_sign,the lack of translators is a sign of a problem,very few translators are available at the first contact,0.8
HRV,2022,UKR,Ukraine,competition,general_migration,general_policy,negative,argument_ad_hominem,certain parliamentary clubs in the ranks of the ruling spoke of political support and the definition of the Republic of Croatia in support of Ukraine,certain parliamentary clubs in the ranks of the ruling spoke of political support and the definition of the Republic of Croatia in support of Ukraine,0.9
HRV,2022,FIN,Finland,competition,asylum_seekers,international_law,negative,argument_ad_hominem,their downsizing before Turkey is considered embarrassing,even though their downsizing before Turkey is considered embarrassing,0.8
ESP,2016,TUR,Turkey,learning_emulation_from,refugees,general_policy,negative,argument_ad_hominem,"you have decided to adopt unilaterally, as all groups have reminded you this morning, against the mandate of this House",against the mandate of this House,0.8
ESP,2018,ARG,Argentina,learning_emulation_from,general_migration,general_policy,neutral,argument_from_authority,the history of compatriots who were welcomed in other countries,"who were welcomed , to quote some countries",0.9
ESP,2020,NOR,Norway,learning_emulation_from,general_migration,general_policy,negative,argument_ad_hominem,you only learn from the press,that you only learn from the press,0.9
ESP,2021,AFG,Afghanistan,learning_emulation_from,general_migration,allocation_of_resources,positive,argument_from_sign,the system continues to work for collaborators and their families from Afghanistan,The system continues to work day by day for our collaborators and their families from Afghanistan,0.9
ESP,2022,POL,Poland,learning_emulation_from,general_migration,general_policy,positive,argument_from_analogy,Other European nations have already done so,"Other European nations , such as Poland and Hungary , have already done so",0.9
ESP,2022,MAR,Morocco,learning_emulation_from,asylum_seekers,border_control,negative,argument_from_cause_to_effect,people will not take risky actions if they have legal alternatives,if he or she can apply for protection in a normal way,0.9
NLD,2016,TUR,Turkey,neutral_reporting,general_migration,general_policy,negative,argument_ad_hominem,Mr Buma is dishonest or lacks competence,Mr Buma does not take back the fact,0.9
NLD,2017,CIV,Cote d'Ivoire,neutral_reporting,general_migration,international_law,negative,argument_from_sign,slavery practices in Libya indicate broader issues,countries were alarmed about the slavery practices in Libya,0.9
NLD,2018,HUN,Hungary,neutral_reporting,general_migration,border_control,negative,argument_from_cause_to_effect,borders with fences are no comfort to ensure that people do not cross the border,borders with fences are no comfort to ensure that people do not cross the border,0.9
NLD,2019,GRC,Greece,neutral_reporting,general_migration,general_policy,positive,argument_from_authority,the financial support granted to Greece through the EU should be used,that it is important that the EUR 2.4 billion in financial support granted to Greece through the EU is actually used,0.8
NLD,2020,ITA,Italy,neutral_reporting,general_migration,returns_deportation,negative,no_clear_scheme,"","",1.0
NLD,2022,UKR,Ukraine,neutral_reporting,asylum_seekers,general_policy,neutral,argument_from_authority,the speaker is clarifying a distinction,"for clarity, so the regular asylum seekers",0.8
TUR,2016,IRQ,Iraq,learning_emulation_from,general_migration,international_law,neutral,argument_from_cause_to_effect,to maintain national security and protect interests,"to ensure that other possible risks, such as mass migration",0.9
TUR,2018,USA,United States,learning_emulation_from,general_migration,national_security,neutral,argument_from_authority,"the United States is a country prioritizing public services, public order, and security","The first priority of the United States is to ensure public services, public order and security.",0.9
TUR,2019,SYR,Syria,learning_emulation_from,refugees,general_policy,neutral,argument_from_analogy,analogous situation in the past can inform current policy,"four years ago , at the G20 Summit in Antalya",0.8
TUR,2020,SYR,Syria,learning_emulation_from,high_skilled_workers,national_security,negative,argument_from_cause_to_effect,the wave of migration from Syria will significantly affect Turkey's aspects,"the wave of migration from Syria to Turkey in particular following 2003 will significantly affect Turkey's political, economic, cultural and security angles",0.9
TUR,2020,USA,United States,learning_emulation_from,refugees,general_policy,negative,argument_ad_hominem,the AKP is using refugees as a tool for political gain,the AKP has made refugees an instrument of its policy,0.9
TUR,2022,SYR,Syria,learning_emulation_from,refugees,integration,neutral,argument_from_practical_reasoning,we need to pay attention to the following,we need to pay attention to the following,0.9
UKR,2016,NLD,Netherlands,exchange_cooperation,general_migration,national_security,negative,argument_from_cause_to_effect,turbulence has resulted in events,This turbulence has resulted in events such as the victory of Eurosceptics in a referendum in the Netherlands,0.9
UKR,2020,GBR,United Kingdom,exchange_cooperation,general_migration,general_policy,positive,argument_from_authority,the agreement envisions the development of a migration dialogue,the agreement envisions the development of a migration dialogue,0.8
UKR,2021,BLR,Republic of Belarus,exchange_cooperation,general_migration,national_security,positive,argument_from_authority,the ability of today's Ukrainian authorities,the ability of today 's Ukrainian authorities to provide security,0.8
UKR,2021,LTU,Lithuania,exchange_cooperation,general_migration,national_security,neutral,no_clear_scheme,"","",0.8
UKR,2021,BLR,Belarus,exchange_cooperation,general_migration,national_security,neutral,no_clear_scheme,"","",0.8
UKR,2022,DEU,Germany,exchange_cooperation,general_migration,general_policy,positive,no_clear_scheme,"","",0.8
ITA,2015,IRQ,Iraq,competition,refugees,national_security,negative,argument_ad_hominem,those who say and think simplistically,those who say and think simplistically,0.9
ITA,2017,DEU,Germany,competition,general_migration,border_control,negative,argument_from_sign,the difference in treatment reflects a broader issue,while only 500 were in Italy,0.9
ITA,2019,VEN,Venezuela,competition,general_migration,border_control,negative,argument_ad_hominem,"colleagues, the biggest foreign interference in Venezuela is the Venezuelan army, controlled by Cuban observers","the biggest foreign interference in Venezuela is the Venezuelan army, controlled by Cuban observers",0.8
ITA,2019,DEU,Germany,competition,general_migration,general_policy,neutral,argument_from_authority,Germany has offered to host some of them,Germany has offered to host some of them,0.8
ITA,2020,TUN,Tunisia,competition,general_migration,general_policy,negative,no_clear_scheme,"",It happens that the mayors are informed to the maximum for institutional correctness by the prefecture,0.8
ITA,2021,ISR,Israel,competition,refugees,integration,neutral,argument_from_authority,the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) is a legitimate source,the United Nations Relief and Works Agency for Palestine Refugees ( UNRWA ) has among its aims the support and promotion of initiatives in favour of Palestinian refugees,0.9
ESP,2016,TUR,Turkey,coercion_intervention_to,refugees,border_control,positive,no_clear_scheme,"","",0.8
ESP,2019,MAR,Morocco,coercion_intervention_to,general_migration,international_law,negative,argument_ad_hominem,the speaker believes Mr Sánchez is responsible for the discussed issues,"Mr Sánchez , that in Europe we are discussing who has the right to rescue",0.8
ESP,2022,BLR,Belarus,coercion_intervention_to,refugees,border_control,negative,argument_from_sign,recent hotbeds of tension reflect a much broader crisis,the appalling situation on the Polish - Belarus border are just two of the recent hotbeds of tension,0.9
ESP,2022,MAR,Morocco,coercion_intervention_to,general_migration,national_security,negative,argument_from_authority,the CNI is a legitimate source,The CNI has already told us in a report,0.9
ESP,2022,MAR,Morocco,coercion_intervention_to,general_migration,general_policy,neutral,argument_from_cause_to_effect,Morocco uses stability as a means of putting pressure on Spain,Morocco's use of stability as a means of putting pressure on Spain,0.9
ESP,2022,MRT,Mauritania,coercion_intervention_to,general_migration,national_security,negative,argument_ad_hominem,those who demand money are blackmailing and threatening sovereignty,"who, in exchange for not continuing to launch avalanches at our borders or jumping, demand money",0.9
HRV,2018,GEO,Georgia,learning_emulation_from,general_migration,national_security,neutral,argument_from_analogy,"the situation in Afghanistan is similar to situations in Georgia, Kosovo, Ukraine","The situation in Afghanistan, if you want it in Georgia, Kosovo, Ukraine",0.9
HRV,2020,GRC,Greece,learning_emulation_from,general_migration,border_control,positive,argument_from_authority,"the president of the government of the Republic of Croatia, as the EU chairman of the council, was at the border","yesterday the president of the government of the Republic of Croatia , as the EU chairman of the council , was at the border",0.8
HRV,2020,POL,Poland,learning_emulation_from,students,national_security,neutral,argument_from_authority,UN missions are legitimate and should be participated in,we must participate in UN missions,0.8
HRV,2021,SVN,Slovenia,learning_emulation_from,general_migration,national_security,negative,no_clear_scheme,"","",0.8
HRV,2021,PAK,Pakistan,learning_emulation_from,general_migration,general_policy,negative,no_clear_scheme,"","",0.8
HRV,2022,PAK,Pakistan,learning_emulation_from,general_migration,general_policy,negative,no_clear_scheme,"","",1.0
BGR,2016,TUR,Turkey,exchange_cooperation,refugees,border_control,neutral,argument_from_cause_to_effect,the closure of the 'Balkan road' and construction of a fence were results of the efforts of the Visegrad Four,"the closure of the so - called 'Balkan road' of refugees, or the construction of a fence at the mecedono - Greek border, was a result of the efforts of the Visegrad Four",0.9
BGR,2018,SRB,Serbia,exchange_cooperation,general_migration,integration,neutral,argument_from_sign,the numbers indicate a pattern,"The numbers , as I shared with you , I think it can be concluded",0.9
BGR,2018,AUT,Austria,exchange_cooperation,general_migration,general_policy,positive,no_clear_scheme,"","",0.7
BGR,2019,GBR,United Kingdom,exchange_cooperation,general_migration,border_control,neutral,no_clear_scheme,"","",0.8
BGR,2019,TUR,Turkey,exchange_cooperation,general_migration,border_control,negative,argument_from_authority,the Prime Minister hinted in parliamentary control,today the Prime Minister hinted in parliamentary control,0.8
BGR,2021,AFG,Afghanistan,exchange_cooperation,refugees,returns_deportation,positive,argument_from_authority,Bulgarian diplomacy is related to Afghan citizens in Pakistan,where there are currently Afghan citizens with whom Bulgarian diplomacy is related,0.8
NOR,2016,SWE,Sweden,competition,refugees,general_policy,negative,argument_from_sign,dealing with this [migration] challenge,has had and has a huge challenge in dealing with this,0.9
NOR,2020,GRC,Greece,competition,refugees,returns_deportation,neutral,argument_from_analogy,Norway's success can be used to argue for similar action,Norway helped to relocate refugees,0.8
NOR,2020,GRC,Greece,competition,asylum_seekers,border_control,positive,argument_from_authority,NOR's contribution through EEA funds is legitimate and competent,with the competence of our foreign authorities,0.8
NOR,2020,TUR,Turkey,competition,asylum_seekers,international_law,negative,argument_from_cause_to_effect,Europe closing its borders in 2016 led to fewer asylum seekers coming to Norway,they are stopped in Turkey and Greece after Europe closed its borders in 2016,0.9
NOR,2020,SYR,Syria,competition,refugees,border_control,negative,no_clear_scheme,"","",0.8
NOR,2021,LBY,Libya,competition,general_migration,general_policy,negative,argument_from_cause_to_effect,rescue operations are needed to save people,several rescue operations are needed there – more search and rescue,0.9
HUN,2015,CZE,Czech Republic,coercion_intervention_to,general_migration,international_law,neutral,argument_from_authority,the Visegrad countries recognize the Hungarian border closure as legal and legitimate,"the Visegrád countries , such as the Czech Republic , Slovakia , Poland",0.9
HUN,2017,IRQ,Iraq,coercion_intervention_to,refugees,national_security,positive,argument_from_cause_to_effect,eliminating the reason for migration will stabilize the security situation,so that not only our national interests are humanitarian but well-informed,0.9
